season,team,full_name,position,jersey_number,depth_chart_position,depth_chart_order,week,formation,position_group,years_exp,height,weight,college,depth_chart_position_clean
2022,NYG,Chris Myarick,TE,85,"
    ",3,17,Offense,Tight End,NA,NA,NA,NA,TE3
2022,NYG,Lawrence Cager,TE,83,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2022,NYG,Darius Slayton,WR,86,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYG,Isaiah Hodgins,WR,18,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYG,Kadarius Toney,WR,19,WR,1,8,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYG,Kenny Golladay,WR,19,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYG,Wan'Dale Robinson,WR,17,WR,1,12,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYG,David Sills,WR,87,WR,2,17,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYG,Marcus Johnson,WR,84,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYG,Richie James,WR,17,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYG,Sterling Shepard,WR,25,WR,2,4,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYJ,Connor McGovern,C,60,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2022,NYJ,Dan Feeney,C,69,LG,2,19,Offense,Offensive Line,NA,NA,NA,NA,C2
2022,NYJ,Ahmad Gardner,CB,1,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,NYJ,D.J. Reed,CB,4,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,NYJ,Michael Carter,CB,30,NCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,NYJ,Brandin Echols,CB,26,CB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,NYJ,Bryce Hall,CB,34,CB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,NYJ,Justin Hardee,CB,28,CB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,NYJ,Carl Lawson,DE,58,EDGE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2022,NYJ,John Franklin-Myers,DE,98,EDGE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2022,NYJ,Bryce Huff,DE,0,EDGE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,NYJ,Jake Martin,DE,55,EDGE,2,9,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,NYJ,Bradlee Anae,DE,47,DL,3,19,Defense,Defensive Line,NA,NA,NA,NA,DE3
2022,NYJ,Micheal Clemons,DE,72,EDGE,3,19,Defense,Defensive Line,NA,NA,NA,NA,DE3
2022,NYJ,Vinny Curry,DE,99,EDGE,3,19,Defense,Defensive Line,NA,NA,NA,NA,DE3
2022,NYJ,Sheldon Rankins,DT,98,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,NYJ,Nathan Shepherd,DT,93,DL,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2022,NYJ,Solomon Thomas,DT,94,DL,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2022,NYJ,Tanzel Smart,DT,79,DL,3,16,Defense,Defensive Line,NA,NA,NA,NA,DT3
2022,NYJ,Tony Adams,FS,22,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,NYJ,Will Parks,FS,39,S,3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,NYJ,Alijah Vera-Tucker,G,75,RT,1,8,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,NYJ,Laken Tomlinson,G,70,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,NYJ,Laurent Duvernay-Tardif,G,66,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,NYJ,Nate Herbig,G,71,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,NYJ,Adam Pankey,G,68,LT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,NYJ,C.J. Mosley,ILB,57,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,NYJ,Quincy Williams,ILB,56,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,NYJ,Chazz Surratt,ILB,55,LB,2,13,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,NYJ,Hamsah Nasirildeen,ILB,45,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,NYJ,Jamien Sherwood,ILB,44,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,NYJ,Greg Zuerlein,K,9,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2022,NYJ,Thomas Hennessy,LS,42,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2022,NYJ,Quinnen Williams,NT,95,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,NYJ,Kwon Alexander,OLB,54,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,NYJ,Jermaine Johnson,OLB,11,EDGE,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,NYJ,Marcell Harris,OLB,44,LB,2,12,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,NYJ,Braden Mann,P,10,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2022,NYJ,Mike White,QB,14,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,NYJ,Joe Flacco,QB,15,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,NYJ,Chris Streveler,QB,15,QB,3,18,Offense,Quarterback,NA,NA,NA,NA,QB
2022,NYJ,Zach Wilson,QB,4,QB,3,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,NYJ,Zonovan Knight,RB,27,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2022,NYJ,Breece Hall,RB,20,RB,2,8,Offense,Running Back,NA,NA,NA,NA,RB2
2022,NYJ,Michael Carter,RB,22,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2022,NYJ,Ty Johnson,RB,26,KR,2,19,Special Teams,Running Back,NA,NA,NA,NA,RB2
2022,NYJ,James Robinson,RB,26,"
    ",3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2022,NYJ,Jordan Whitehead,SS,3,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,NYJ,Lamarcus Joyner,SS,29,S,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,NYJ,Ashtyn Davis,SS,21,S,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,NYJ,Cedric Ogbuehi,T,75,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,NYJ,Duane Brown,T,76,LT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,NYJ,George Fant,T,74,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,NYJ,Grant Hermanns,T,70,LT,1,3,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,NYJ,Mike Remmers,T,68,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,NYJ,Conor McDermott,T,75,LG,3,12,Offense,Offensive Line,NA,NA,NA,NA,T3
2022,NYJ,Eric Smith,T,69,LT,3,19,Offense,Offensive Line,NA,NA,NA,NA,T3
2022,NYJ,Max Mitchell,T,61,LG,3,14,Offense,Offensive Line,NA,NA,NA,NA,T3
2022,NYJ,C.J. Uzomah,TE,87,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2022,NYJ,Tyler Conklin,TE,83,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2022,NYJ,Jeremy Ruckert,TE,89,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2022,NYJ,Kenny Yeboah,TE,88,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2022,NYJ,Lawrence Cager,TE,83,"
    ",3,6,Offense,Tight End,NA,NA,NA,NA,TE3
2022,NYJ,Corey Davis,WR,84,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYJ,Elijah Moore,WR,8,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYJ,Garrett Wilson,WR,5,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,NYJ,Braxton Berrios,WR,0,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYJ,Denzel Mims,WR,83,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYJ,Jeff Smith,WR,86,WR,2,17,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,NYJ,Irvin Charles,WR,19,WR,3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2022,PHI,Jason Kelce,C,62,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2022,PHI,Avonte Maddox,CB,29,NCB,1,10,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PHI,Darius Slay,CB,2,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PHI,James Bradberry,CB,24,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PHI,Josiah Scott,CB,42,NCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PHI,Josh Jobe,CB,28,CB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,PHI,Zech McPhearson,CB,27,CB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,PHI,Brandon Graham,DE,55,DE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2022,PHI,Derek Barnett,DE,95,DE,2,2,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PHI,Janarius Robinson,DE,97,DE,2,18,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PHI,Ndamukong Suh,DE,74,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PHI,Tarron Jackson,DE,75,DE,2,7,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PHI,Fletcher Cox,DT,91,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PHI,Javon Hargrave,DT,98,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PHI,Jordan Davis,DT,90,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2022,PHI,Marlon Tuipulotu,DT,95,DT,3,11,Defense,Defensive Line,NA,NA,NA,NA,DT3
2022,PHI,Milton Williams,DT,93,DT,3,19,Defense,Defensive Line,NA,NA,NA,NA,DT3
2022,PHI,K'Von Wallace,FS,24,S,2,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,PHI,Isaac Seumalo,G,73,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,PHI,Landon Dickerson,G,69,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,PHI,Cam Jurgens,G,51,C,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,PHI,Iosua Opeta,G,76,LG,2,18,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,PHI,Josh Sills,G,65,RG,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,PHI,Kyzir White,ILB,7,WILL,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,PHI,T.J. Edwards,ILB,53,MIKE,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,PHI,Nakobe Dean,ILB,17,MIKE,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,PHI,Shaun Bradley,ILB,54,WILL,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,PHI,Christian Elliss,ILB,53,MIKE,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2022,PHI,Jake Elliott,K,4,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2022,PHI,Josh Sweat,LB,19,DE,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,PHI,Rick Lovato,LS,49,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2022,PHI,Linval Joseph,NT,93,DT,3,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PHI,Haason Reddick,OLB,7,SAM,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,PHI,Patrick Johnson,OLB,48,SAM,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PHI,Robert Quinn,OLB,98,DE,2,14,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PHI,Kyron Johnson,OLB,53,SAM,3,19,Defense,Linebacker,NA,NA,NA,NA,OLB3
2022,PHI,Arryn Siposs,P,10,P,1,15,Special Teams,Punter,NA,NA,NA,NA,P
2022,PHI,Brett Kern,P,13,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2022,PHI,Gardner Minshew,QB,15,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PHI,Jalen Hurts,QB,1,QB,1,16,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PHI,Ian Book,QB,2,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PHI,Boston Scott,RB,30,KR,1,19,Special Teams,Running Back,NA,NA,NA,NA,RB
2022,PHI,Miles Sanders,RB,6,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2022,PHI,Kenneth Gainwell,RB,14,RB,3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2022,PHI,Trey Sermon,RB,27,"
    ",3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2022,PHI,Chauncey Gardner-Johnson,SS,8,S,1,13,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PHI,Marcus Epps,SS,1,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PHI,Reed Blankenship,SS,32,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PHI,Andre Chachere,SS,36,S,3,14,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PHI,Jordan Mailata,T,68,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,PHI,Lane Johnson,T,65,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,PHI,Andre Dillard,T,73,LT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2022,PHI,Jack Driscoll,T,75,RT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2022,PHI,Dallas Goedert,TE,88,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2022,PHI,Jack Stoll,TE,89,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2022,PHI,Grant Calcaterra,TE,81,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2022,PHI,Tyree Jackson,TE,84,TE,3,16,Offense,Tight End,NA,NA,NA,NA,TE3
2022,PHI,A.J. Brown,WR,11,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,PHI,DeVonta Smith,WR,6,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,PHI,Britain Covey,WR,18,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,PHI,Zach Pascal,WR,0,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,PHI,Quez Watkins,WR,16,KR,3,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR3
2022,PIT,Mason Cole,C,61,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2022,PIT,J.C. Hassenauer,C,63,C,2,19,Offense,Offensive Line,NA,NA,NA,NA,C2
2022,PIT,Kendrick Green,C,53,LG,2,19,Offense,Offensive Line,NA,NA,NA,NA,C2
2022,PIT,Ahkello Witherspoon,CB,44,LCB,1,13,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PIT,Arthur Maulet,CB,10,NB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PIT,Cameron Sutton,CB,20,RCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PIT,Levi Wallace,CB,39,LCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,PIT,James Pierre,CB,29,LCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,PIT,Josh Jackson,CB,26,RCB,2,16,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,PIT,Chris Wormley,DE,94,DE,2,15,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PIT,DeMarvin Leal,DE,98,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PIT,Isaiahh Loudermilk,DE,92,DE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,PIT,Cameron Heyward,DT,97,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PIT,Larry Ogunjobi,DT,99,DE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PIT,Jonathan Marshall,DT,91,DT,3,19,Defense,Defensive Line,NA,NA,NA,NA,DT3
2022,PIT,Derek Watt,FB,44,FB,1,19,Offense,Running Back,NA,NA,NA,NA,FB
2022,PIT,Minkah Fitzpatrick,FS,39,FS,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,PIT,Terrell Edmunds,FS,45,SS,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,PIT,Elijah Riley,FS,37,SS,3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,PIT,Tre Norwood,FS,38,FS,3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,PIT,James Daniels,G,78,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,PIT,Kevin Dotson,G,69,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,PIT,Devin Bush,ILB,30,LILB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,PIT,Myles Jack,ILB,16,RILB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,PIT,Marcus Allen,ILB,27,RILB,2,17,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,PIT,Mark Robinson,ILB,93,RILB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,PIT,Tae Crowder,ILB,53,RILB,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2022,PIT,Chris Boswell,K,9,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2022,PIT,Matthew Wright,K,8,K,1,14,Special Teams,Kicker,NA,NA,NA,NA,K
2022,PIT,Christian Kuntz,LS,46,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2022,PIT,Montravius Adams,NT,57,NT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PIT,Tyson Alualu,NT,92,NT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,PIT,Alex Highsmith,OLB,56,ROLB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,PIT,T.J. Watt,OLB,90,LOLB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,PIT,David Anenih,OLB,57,LOLB,2,5,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PIT,Jamir Jones,OLB,48,ROLB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PIT,Malik Reed,OLB,47,LOLB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PIT,Robert Spillane,OLB,41,LILB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PIT,Ryan Anderson,OLB,54,LOLB,2,9,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,PIT,Pressley Harvin,P,6,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2022,PIT,Kenny Pickett,QB,7,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PIT,Mitchell Trubisky,QB,11,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PIT,Mason Rudolph,QB,11,QB,3,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,PIT,Najee Harris,RB,22,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2022,PIT,Jaylen Warren,RB,30,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2022,PIT,Benny Snell,RB,38,RB,3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2022,PIT,Damontae Kazee,SS,23,FS,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PIT,Miles Killebrew,SS,28,SS,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,PIT,Chukwuma Okorafor,T,76,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,PIT,Dan Moore,T,65,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2022,PIT,Jesse Davis,T,66,RT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2022,PIT,Trenton Scott,T,73,LT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2022,PIT,Pat Freiermuth,TE,88,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2022,PIT,Zach Gentry,TE,88,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2022,PIT,Connor Heyward,TE,83,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2022,PIT,Chase Claypool,WR,14,WR,1,9,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,PIT,Diontae Johnson,WR,5,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,PIT,George Pickens,WR,14,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2022,PIT,Miles Boykin,WR,81,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,PIT,Steven Sims,WR,82,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2022,PIT,Gunner Olszewski,WR,80,WR,3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2022,SEA,Austin Blythe,C,63,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2022,SEA,Michael Jackson,CB,30,LCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,SEA,Tariq Woolen,CB,27,RCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2022,SEA,Coby Bryant,CB,8,RCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,SEA,Tre Brown,CB,22,LCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2022,SEA,Artie Burns,CB,23,LCB,3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2022,SEA,Isaiah Dunn,CB,25,RCB,3,7,Defense,Defensive Back,NA,NA,NA,NA,CB3
2022,SEA,Justin Coleman,CB,28,RCB,3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2022,SEA,Sidney Jones,CB,24,LCB,3,9,Defense,Defensive Back,NA,NA,NA,NA,CB3
2022,SEA,Xavier Crawford,CB,37,"
    ",3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2022,SEA,Poona Ford,DE,95,DE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2022,SEA,Myles Adams,DE,95,DE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,SEA,Quinton Jefferson,DE,72,DE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2022,SEA,L.J. Collier,DE,91,DE,3,19,Defense,Defensive Line,NA,NA,NA,NA,DE3
2022,SEA,Shelby Harris,DT,93,DE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,SEA,Cullen Gillaspia,FB,41,ILB,3,10,Defense,Running Back,NA,NA,NA,NA,FB
2022,SEA,Quandre Diggs,FS,6,FS,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,SEA,Joey Blount,FS,32,FS,2,17,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,SEA,Josh Jones,FS,13,SS,2,14,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,SEA,Teez Tabor,FS,36,FS,2,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2022,SEA,Damien Lewis,G,68,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,SEA,Gabe Jackson,G,69,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2022,SEA,Kyle Fuller,G,60,C,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,SEA,Phil Haynes,G,60,LG,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2022,SEA,Jordyn Brooks,ILB,20,ILB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,SEA,Tanner Muse,ILB,53,ILB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,SEA,Nick Bellore,ILB,44,ILB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2022,SEA,Vi Jones,ILB,53,OLB,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2022,SEA,Jason Myers,K,5,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2022,SEA,Carson Tinker,LS,46,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2022,SEA,Cody Barton,MLB,55,ILB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2022,SEA,Al Woods,NT,96,NT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,SEA,Bryan Mone,NT,91,NT,2,16,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,SEA,Isaiah Mack,NT,97,NT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2022,SEA,Bruce Irvin,OLB,46,OLB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,SEA,Uchenna Nwosu,OLB,10,OLB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2022,SEA,Boye Mafe,OLB,53,OLB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,SEA,Darrell Taylor,OLB,52,OLB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,SEA,Darryl Johnson,OLB,40,OLB,2,5,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,SEA,Jon Rhattigan,OLB,59,ILB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2022,SEA,Michael Dickson,P,4,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2022,SEA,Geno Smith,QB,7,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,SEA,Drew Lock,QB,2,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2022,SEA,DeeJay Dallas,RB,20,PR,1,19,Special Teams,Running Back,NA,NA,NA,NA,RB
2022,SEA,Godwin Igwebuike,RB,48,KR,1,19,Special Teams,Running Back,NA,NA,NA,NA,RB
2022,SEA,Kenneth Walker,RB,9,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2022,SEA,Rashaad Penny,RB,28,RB,1,6,Offense,Running Back,NA,NA,NA,NA,RB
2022,SEA,Tony Jones,RB,37,"
    ",3,16,Offense,Running Back,NA,NA,NA,NA,RB3
2022,SEA,Travis Homer,RB,20,HB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2022,SEA,Jamal Adams,SS,33,SS,1,2,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,SEA,Johnathan Abram,SS,24,SS,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2022,SEA,Ryan Neal,SS,23,SS,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
