season,team,full_name,position,jersey_number,depth_chart_position,depth_chart_order,week,formation,position_group,years_exp,height,weight,college,depth_chart_position_clean
2020,LA,Xavier Jones,RB,25,RB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,LA,John Johnson,SS,43,FS,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LA,Nick Scott,SS,21,FS,2,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LA,Taylor Rapp,SS,9,SS,2,11,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LA,J.R. Reed,SS,20,SS,3,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LA,Andrew Whitworth,T,77,LT,1,11,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LA,Joseph Noteboom,T,70,LT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LA,Rob Havenstein,T,79,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LA,Tyler Higbee,TE,89,TE,1,18,Offense,Tight End,NA,NA,NA,NA,TE
2020,LA,Gerald Everett,TE,14,TE,2,18,Offense,Tight End,NA,NA,NA,NA,TE2
2020,LA,Brycen Hopkins,TE,88,"
    ",3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2020,LA,Johnny Mundt,TE,86,TE,3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2020,LA,Cooper Kupp,WR,10,WR,1,17,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LA,Josh Reynolds,WR,11,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LA,Nsimba Webster,WR,83,PR,1,18,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2020,LA,Robert Woods,WR,2,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LA,Van Jefferson,WR,11,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LA,Trishton Jackson,WR,8,WR,2,17,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,LAC,Dan Feeney,C,69,C,1,18,Offense,Offensive Line,NA,NA,NA,NA,C
2020,LAC,Mike Pouncey,C,53,C,1,2,Offense,Offensive Line,NA,NA,NA,NA,C
2020,LAC,Cole Toner,C,50,RG,2,18,Offense,Offensive Line,NA,NA,NA,NA,C2
2020,LAC,Scott Quessenberry,C,54,LG,2,18,Offense,Offensive Line,NA,NA,NA,NA,C2
2020,LAC,Casey Hayward,CB,29,RCB,1,17,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,LAC,Michael Davis,CB,24,LCB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,LAC,Brandon Facyson,CB,31,LCB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LAC,Chris Harris,CB,19,RCB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LAC,Desmond King,CB,25,S,2,9,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LAC,Quenton Meeks,CB,43,LCB,2,11,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LAC,Tevaughn Campbell,CB,29,LCB,3,18,Defense,Defensive Back,NA,NA,NA,NA,CB3
2020,LAC,Joey Bosa,DE,97,DE,1,17,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,LAC,Isaac Rochell,DE,96,"
    ",2,18,Defense,Defensive Line,NA,NA,NA,NA,DE2
2020,LAC,Jessie Lemonier,DE,53,DE,2,18,Defense,Defensive Line,NA,NA,NA,NA,DE2
2020,LAC,Justin Jones,DT,93,DT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,LAC,Jerry Tillery,DT,90,DT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT2
2020,LAC,Cortez Broughton,DT,94,DT,3,18,Defense,Defensive Line,NA,NA,NA,NA,DT3
2020,LAC,Gabe Nabers,FB,40,FB,1,18,Offense,Running Back,NA,NA,NA,NA,FB
2020,LAC,Nasir Adderley,FS,24,S,1,18,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,LAC,Jahleel Addae,FS,41,S,2,18,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,LAC,Forrest Lamp,G,77,LG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,LAC,Trai Turner,G,59,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,LAC,Ryan Groy,G,72,LG,3,8,Offense,Offensive Line,NA,NA,NA,NA,G3
2020,LAC,Denzel Perryman,ILB,6,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LAC,Kenneth Murray,ILB,9,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LAC,Kyzir White,ILB,7,LB,1,16,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LAC,Nick Vigil,ILB,59,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LAC,Drue Tranquill,ILB,23,LB,2,2,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,LAC,Michael Badgley,K,17,K,1,18,Special Teams,Kicker,NA,NA,NA,NA,K
2020,LAC,Asmar Bilal,LB,57,LB,2,3,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,LAC,Cole Mazza,LS,45,LS,1,18,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2020,LAC,B.J. Bello,MLB,53,LB,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,LAC,Linval Joseph,NT,93,NT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,LAC,Damion Square,NT,62,NT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,LAC,Melvin Ingram,OLB,9,DE,1,12,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LAC,Uchenna Nwosu,OLB,10,DE,1,16,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LAC,Emeke Egbule,OLB,45,LB,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,LAC,Malik Jefferson,OLB,52,LB,2,17,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,LAC,Ty Long,P,1,K,2,18,Special Teams,Punter,NA,NA,NA,NA,P
2020,LAC,Justin Herbert,QB,10,QB,1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LAC,Tyrod Taylor,QB,2,QB,2,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LAC,Easton Stick,QB,2,QB,3,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LAC,Austin Ekeler,RB,30,RB,1,18,Offense,Running Back,NA,NA,NA,NA,RB
2020,LAC,Justin Jackson,RB,42,RB,2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2020,LAC,Joshua Kelley,RB,25,"
    ",3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,LAC,Kalen Ballage,RB,29,RB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,LAC,Troymaine Pope,RB,46,"
    ",3,15,Offense,Running Back,NA,NA,NA,NA,RB3
2020,LAC,Rayshawn Jenkins,SS,2,S,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LAC,Alohi Gilman,SS,32,S,2,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LAC,Bryan Bulaga,T,75,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LAC,Sam Tevi,T,71,LT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LAC,Storm Norton,T,77,LT,2,18,Offense,Offensive Line,NA,NA,NA,NA,RT
2020,LAC,Trey Pipkins,T,79,LT,2,14,Offense,Offensive Line,NA,NA,NA,NA,RT
2020,LAC,Tyree St. Louis,T,73,RG,3,18,Offense,Offensive Line,NA,NA,NA,NA,T3
2020,LAC,Hunter Henry,TE,85,TE,1,16,Offense,Tight End,NA,NA,NA,NA,TE
2020,LAC,Stephen Anderson,TE,40,TE,1,18,Offense,Tight End,NA,NA,NA,NA,TE
2020,LAC,Donald Parham,TE,89,TE,2,18,Offense,Tight End,NA,NA,NA,NA,TE2
2020,LAC,Virgil Green,TE,88,TE,2,8,Offense,Tight End,NA,NA,NA,NA,TE2
2020,LAC,Keenan Allen,WR,13,WR,1,17,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LAC,Mike Williams,WR,18,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LAC,Jalen Guyton,WR,15,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,LAC,Joe Reed,WR,80,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,LAC,Jason Moore,WR,29,WR,3,5,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,LAC,K.J. Hill,WR,84,WR,3,18,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,LAC,Tyron Johnson,WR,13,WR,3,18,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,LV,Rodney Hudson,C,61,C,1,18,Offense,Offensive Line,NA,NA,NA,NA,C
2020,LV,Andre James,C,68,C,2,18,Offense,Offensive Line,NA,NA,NA,NA,C2
2020,LV,Damon Arnette,CB,20,RCB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,LV,Trayvon Mullen,CB,28,LCB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,LV,Amik Robertson,CB,21,CB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LV,Isaiah Johnson,CB,33,LCB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LV,Nevin Lawson,CB,21,RCB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,LV,Keisean Nixon,CB,25,RCB,3,18,Defense,Defensive Back,NA,NA,NA,NA,CB3
2020,LV,Clelin Ferrell,DE,99,DE,1,17,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,LV,Maxx Crosby,DE,98,DE,1,18,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,LV,Johnathan Hankins,DT,97,DT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,LV,Maurice Hurst,DT,90,DT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,LV,Daniel Ross,DT,93,DT,2,14,Defense,Defensive Line,NA,NA,NA,NA,DT2
2020,LV,Kendal Vickers,DT,91,DT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT2
2020,LV,Maliek Collins,DT,96,DT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT2
2020,LV,Datone Jones,DT,95,DE,3,6,Defense,Defensive Line,NA,NA,NA,NA,DT3
2020,LV,Alec Ingold,FB,30,FB,1,18,Offense,Running Back,NA,NA,NA,NA,FB
2020,LV,Erik Harris,FS,35,FS,1,16,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,LV,Denzelle Good,G,71,LG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,LV,Gabe Jackson,G,69,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,LV,Richie Incognito,G,64,LG,1,3,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,LV,John Simpson,G,76,LG,2,18,Offense,Offensive Line,NA,NA,NA,NA,RG
2020,LV,Patrick Omameh,G,63,RG,2,15,Offense,Offensive Line,NA,NA,NA,NA,RG
2020,LV,Nick Kwiatkoski,ILB,53,MLB,1,16,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LV,Raekwon McMillan,ILB,50,MLB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,LV,Daniel Carlson,K,2,PK,1,18,Special Teams,Kicker,NA,NA,NA,NA,K
2020,LV,Trent Sieg,LS,44,LS,1,18,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2020,LV,Arden Key,OLB,49,DE,1,18,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LV,Cory Littleton,OLB,42,WLB,1,18,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LV,Kyle Wilber,OLB,58,SLB,1,18,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LV,Nicholas Morrow,OLB,52,SLB,1,16,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,LV,Carl Nassib,OLB,94,DE,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,LV,Chris Smith,OLB,92,DE,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,LV,Vic Beasley,OLB,51,DE,3,18,Defense,Linebacker,NA,NA,NA,NA,OLB3
2020,LV,A.J. Cole,P,6,P,1,18,Special Teams,Punter,NA,NA,NA,NA,P
2020,LV,Derek Carr,QB,4,QB,1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LV,Marcus Mariota,QB,0,QB,2,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LV,Nathan Peterman,QB,10,QB,3,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,LV,Jalen Richard,RB,30,KR,1,17,Special Teams,Running Back,NA,NA,NA,NA,RB
2020,LV,Josh Jacobs,RB,8,RB,1,18,Offense,Running Back,NA,NA,NA,NA,RB
2020,LV,Devontae Booker,RB,28,RB,2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2020,LV,Theo Riddick,RB,35,RB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,LV,Dallin Leavitt,SS,6,FS,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LV,Jeff Heath,SS,38,SS,1,14,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LV,Johnathan Abram,SS,24,SS,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LV,Lamarcus Joyner,SS,29,CB,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,LV,Kolton Miller,T,74,LT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LV,Trenton Brown,T,77,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,LV,Brandon Parker,T,75,LT,2,18,Offense,Offensive Line,NA,NA,NA,NA,RT
2020,LV,Sam Young,T,79,RT,2,18,Offense,Offensive Line,NA,NA,NA,NA,RT
2020,LV,Darren Waller,TE,12,TE,1,18,Offense,Tight End,NA,NA,NA,NA,TE
2020,LV,Foster Moreau,TE,87,TE,2,18,Offense,Tight End,NA,NA,NA,NA,TE2
2020,LV,Derek Carrier,TE,85,"
    ",3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2020,LV,Jason Witten,TE,82,TE,3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2020,LV,Bryan Edwards,WR,11,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LV,Henry Ruggs,WR,11,KR,1,18,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2020,LV,Hunter Renfrow,WR,13,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LV,Rico Gafford,WR,37,WR,1,9,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,LV,Nelson Agholor,WR,15,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,LV,Zay Jones,WR,7,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,MIA,Ted Karras,C,64,C,1,18,Offense,Offensive Line,NA,NA,NA,NA,C
2020,MIA,Michael Deiter,C,60,C,2,18,Offense,Offensive Line,NA,NA,NA,NA,C2
2020,MIA,Byron Jones,CB,24,CB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIA,Xavien Howard,CB,25,CB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIA,Nik Needham,CB,40,CB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIA,Noah Igbinoghene,CB,19,CB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIA,Jamal Perry,CB,46,CB,3,18,Defense,Defensive Back,NA,NA,NA,NA,CB3
2020,MIA,Nate Holley,DB,36,CB,3,18,Defense,Defensive Back,NA,NA,NA,NA,DB3
2020,MIA,Christian Wilkins,DE,94,DE,1,18,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIA,Emmanuel Ogbah,DE,91,DE,1,18,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIA,Shaq Lawson,DE,90,LB,1,18,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIA,Jason Strowbridge,DE,58,DE,2,18,Defense,Defensive Line,NA,NA,NA,NA,DE2
2020,MIA,Zach Sieler,DE,92,DE,2,18,Defense,Defensive Line,NA,NA,NA,NA,DE2
2020,MIA,Benito Jones,DT,95,NT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT2
2020,MIA,Chandler Cox,FB,27,FB,1,17,Offense,Running Back,NA,NA,NA,NA,FB
2020,MIA,Kavon Frazier,FS,43,S,2,18,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,MIA,Brandon Jones,FS,22,S,3,18,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,MIA,Ereck Flowers,G,79,LG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,MIA,Robert Hunt,G,50,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,MIA,Solomon Kindley,G,72,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,MIA,Adam Pankey,G,68,RG,2,18,Offense,Offensive Line,NA,NA,NA,NA,RG
2020,MIA,Calvin Munson,ILB,50,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIA,Elandon Roberts,ILB,50,LB,1,17,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIA,Jerome Baker,ILB,17,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIA,Kamu Grugier-Hill,ILB,54,LB,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,MIA,Sam Eguavoen,ILB,52,LB,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,MIA,Jason Sanders,K,7,K,1,18,Special Teams,Kicker,NA,NA,NA,NA,K
2020,MIA,Blake Ferguson,LS,48,LS,1,18,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2020,MIA,Davon Godchaux,NT,92,NT,1,6,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIA,Raekwon Davis,NT,98,NT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIA,Kyle Van Noy,OLB,53,LB,1,18,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,MIA,Andrew Van Ginkel,OLB,43,LB,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,MIA,Matt Haack,P,15,P,1,18,Special Teams,Punter,NA,NA,NA,NA,P
2020,MIA,Tua Tagovailoa,QB,1,QB,1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIA,Reid Sinnett,QB,7,QB,2,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIA,Ryan Fitzpatrick,QB,14,QB,2,17,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIA,Jake Rudock,QB,5,QB,3,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIA,Myles Gaskin,RB,37,RB,1,18,Offense,Running Back,NA,NA,NA,NA,RB
2020,MIA,Jordan Howard,RB,28,RB,2,11,Offense,Running Back,NA,NA,NA,NA,RB2
2020,MIA,Malcolm Perry,RB,19,PR,2,18,Special Teams,Running Back,NA,NA,NA,NA,RB2
2020,MIA,Matt Breida,RB,31,RB,2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2020,MIA,Salvon Ahmed,RB,26,"
    ",2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2020,MIA,DeAndre Washington,RB,31,"
    ",3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,MIA,Elijah McGuire,RB,24,"
    ",3,15,Offense,Running Back,NA,NA,NA,NA,RB3
2020,MIA,Patrick Laird,RB,25,RB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,MIA,Bobby McCain,SS,21,S,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,MIA,Eric Rowe,SS,25,S,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,MIA,Clayton Fejedelem,SS,42,S,2,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,MIA,Jesse Davis,T,66,LT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2020,MIA,Austin Jackson,T,73,LT,2,18,Offense,Offensive Line,NA,NA,NA,NA,RT
2020,MIA,Julien Davenport,T,79,LT,3,18,Offense,Offensive Line,NA,NA,NA,NA,T3
2020,MIA,Durham Smythe,TE,81,TE,1,18,Offense,Tight End,NA,NA,NA,NA,TE
2020,MIA,Mike Gesicki,TE,88,TE,2,18,Offense,Tight End,NA,NA,NA,NA,TE2
2020,MIA,Adam Shaheen,TE,80,TE,3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2020,MIA,Chris Myarick,TE,85,"
    ",3,15,Offense,Tight End,NA,NA,NA,NA,TE3
2020,MIA,DeVante Parker,WR,13,WR,1,18,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2020,MIA,Jakeem Grant,WR,9,KR,1,18,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2020,MIA,Isaiah Ford,WR,32,"
    ",2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,MIA,Lynn Bowden,WR,5,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,MIA,Mack Hollins,WR,13,WR,2,18,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2020,MIA,Preston Williams,WR,16,PR,2,10,Special Teams,Wide Receiver,NA,NA,NA,NA,WR2
2020,MIA,Antonio Callaway,WR,80,WR,3,16,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,MIA,Kirk Merritt,WR,33,"
    ",3,18,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,MIA,Marcus Kemp,WR,19,WR,3,18,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2020,MIN,Garrett Bradbury,C,56,C,1,18,Offense,Offensive Line,NA,NA,NA,NA,C
2020,MIN,Pat Elflein,C,50,RG,1,2,Offense,Offensive Line,NA,NA,NA,NA,C
2020,MIN,Brett Jones,C,65,C,2,18,Offense,Offensive Line,NA,NA,NA,NA,C2
2020,MIN,Cameron Dantzler,CB,11,LCB,1,17,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIN,Dylan Mabin,CB,39,LCB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIN,Jeff Gladney,CB,23,RCB,1,18,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIN,Mike Hughes,CB,21,LCB,1,7,Defense,Defensive Back,NA,NA,NA,NA,CB1
2020,MIN,Chris Jones,CB,41,LCB,2,17,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIN,Harrison Hand,CB,37,RCB,2,18,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIN,Holton Hill,CB,35,RCB,2,9,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIN,Kris Boyd,CB,17,RCB,2,15,Defense,Defensive Back,NA,NA,NA,NA,CB2
2020,MIN,Mark Fields,CB,25,LCB,3,9,Defense,Defensive Back,NA,NA,NA,NA,CB3
2020,MIN,Luther Kirk,DB,36,"
    ",3,9,Defense,Defensive Back,NA,NA,NA,NA,DB3
2020,MIN,Ifeadi Odenigbo,DE,92,RE,1,17,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIN,Jalyn Holmes,DE,97,LE,1,17,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIN,Shamar Stephen,DE,99,NT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIN,Yannick Ngakoue,DE,91,RE,1,7,Defense,Defensive Line,NA,NA,NA,NA,DE1
2020,MIN,Eddie Yarbrough,DE,66,LE,3,5,Defense,Defensive Line,NA,NA,NA,NA,DE3
2020,MIN,Hercules Mata'afa,DT,50,RE,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIN,Jaleel Johnson,DT,94,DT,1,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIN,C.J. Ham,FB,30,FB,1,18,Offense,Running Back,NA,NA,NA,NA,FB
2020,MIN,Anthony Harris,FS,41,FS,1,18,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,MIN,Curtis Riley,FS,37,SS,2,14,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,MIN,George Iloka,FS,43,SS,2,7,Defense,Defensive Back,NA,NA,NA,NA,FS
2020,MIN,Dakota Dozier,G,78,LG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,MIN,Ezra Cleveland,G,76,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,LG
2020,MIN,Dru Samia,G,65,RG,2,18,Offense,Offensive Line,NA,NA,NA,NA,RG
2020,MIN,Olisaemeka Udoh,G,74,RT,2,18,Offense,Offensive Line,NA,NA,NA,NA,RG
2020,MIN,Eric Kendricks,ILB,50,MLB,1,17,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIN,Eric Wilson,ILB,45,WLB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIN,Todd Davis,ILB,40,MLB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIN,Troy Dye,ILB,43,SLB,1,18,Defense,Linebacker,NA,NA,NA,NA,ILB
2020,MIN,Hardy Nickerson,ILB,56,WLB,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2020,MIN,Dan Bailey,K,5,K,1,18,Special Teams,Kicker,NA,NA,NA,NA,K
2020,MIN,Andrew DePaola,LS,42,LS,1,18,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2020,MIN,Austin Cutting,LS,58,LS,1,12,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2020,MIN,Armon Watts,NT,94,NT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIN,James Lynch,NT,92,DT,2,18,Defense,Defensive Line,NA,NA,NA,NA,DT1
2020,MIN,Anthony Barr,OLB,54,SLB,1,3,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,MIN,D.J. Wonnum,OLB,98,LE,1,18,Defense,Linebacker,NA,NA,NA,NA,OLB1
2020,MIN,Jordan Brailford,OLB,49,RE,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,MIN,Ryan Connelly,OLB,43,SLB,2,18,Defense,Linebacker,NA,NA,NA,NA,OLB2
2020,MIN,Blake Lynch,OLB,53,SLB,3,18,Defense,Linebacker,NA,NA,NA,NA,OLB3
2020,MIN,Britton Colquitt,P,2,P,1,18,Special Teams,Punter,NA,NA,NA,NA,P
2020,MIN,Kirk Cousins,QB,18,QB,1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIN,Sean Mannion,QB,15,QB,2,18,Offense,Quarterback,NA,NA,NA,NA,QB
2020,MIN,Alexander Mattison,RB,25,HB,1,18,Offense,Running Back,NA,NA,NA,NA,RB
2020,MIN,Dalvin Cook,RB,31,HB,1,17,Offense,Running Back,NA,NA,NA,NA,RB
2020,MIN,Ameer Abdullah,RB,22,HB,2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2020,MIN,Mike Boone,RB,34,HB,3,18,Offense,Running Back,NA,NA,NA,NA,RB3
2020,MIN,Harrison Smith,SS,22,SS,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2020,MIN,Josh Metellus,SS,44,SS,2,18,Defense,Defensive Back,NA,NA,NA,NA,SS
