name,season,team,position,sacks,qb_hits,tfls,forced_fumbles,third_down_pressures,def_snaps,games_played,snap_pct,sacks_per_game,qb_hits_per_game,pressure_rate,tfls_per_game,composite_rank,ranking,tier
U.Nwosu,2020,LAC,DE,4.5,11,5,0,7,356,13,0.414615384615385,0.346153846153846,0.846153846153846,4.35393258426966,0.384615384615385,0,96,7
C.Omenihu,2020,HOU,DE,4,16,5,0,8,547,15,0.523333333333333,0.266666666666667,1.06666666666667,3.6563071297989,0.333333333333333,0,97,7
D.Davis,2020,NO,OLB,4,12,10,0,8,1151,18,0.984444444444444,0.222222222222222,0.666666666666667,1.39009556907037,0.555555555555556,0,98,7
P.Smith,2020,GB,OLB,4,11,7,0,6,902,18,0.789444444444444,0.222222222222222,0.611111111111111,1.6629711751663,0.388888888888889,0,99,7
W.Mercilus,2020,HOU,OLB,4,7,5,0,4,614,13,0.686923076923077,0.307692307692308,0.538461538461538,1.79153094462541,0.384615384615385,0,100,7
A.Armstead,2020,SF,DE,3.5,13,6,0,5,749,16,0.7225,0.21875,0.8125,2.20293724966622,0.375,0,101,7
C.Harris,2020,ATL,DE,3.5,6,3,0,0,857,38,0.343157894736842,0.0921052631578947,0.157894736842105,1.10851808634772,0.0789473684210526,0,102,7
D.Wilson,2020,KC,OLB,3.5,3,5,4,0,1308,30,0.64,0.116666666666667,0.1,0.496941896024465,0.166666666666667,0,103,7
I.Odenigbo,2020,MIN,DE,3.5,15,3,0,7,696,15,0.69,0.233333333333333,1,2.65804597701149,0.2,0,104,7
M.Milano,2020,BUF,OLB,3.5,9,4,0,9,552,13,0.628461538461539,0.269230769230769,0.692307692307692,2.26449275362319,0.307692307692308,0,105,7
Z.Sieler,2020,MIA,DE,3.5,11,11,0,4,533,16,0.505625,0.21875,0.6875,2.72045028142589,0.6875,0,106,7
D.Kennard,2020,ARI,OLB,3,9,5,0,5,362,13,0.393846153846154,0.230769230769231,0.692307692307692,3.31491712707182,0.384615384615385,0,107,7
D.Lowry,2020,GB,DE,3,4,2,0,0,694,18,0.615555555555556,0.166666666666667,0.222222222222222,1.00864553314121,0.111111111111111,0,108,7
J.Franklin-Myers,2020,NYJ,DE,3,8,5,0,2,500,15,0.472666666666667,0.2,0.533333333333333,2.2,0.333333333333333,0,109,7
L.Collier,2020,SEA,DE,3,7,4,0,0,586,17,0.478235294117647,0.176470588235294,0.411764705882353,1.70648464163823,0.235294117647059,0,110,7
P.McPhee,2020,BAL,OLB,3,15,3,0,6,511,17,0.465294117647059,0.176470588235294,0.88235294117647,3.52250489236791,0.176470588235294,0,111,7
V.Curry,2020,PHI,DE,3,10,3,0,1,310,11,0.415454545454545,0.272727272727273,0.909090909090909,4.19354838709677,0.272727272727273,0,112,7
W.Gholston,2020,TB,DE,3,20,8,0,2,738,20,0.549,0.15,1,3.11653116531165,0.4,0,113,7
B.Mingo,2020,CHI,OLB,2.5,5,3,0,0,417,17,0.357647058823529,0.147058823529412,0.294117647058824,1.79856115107914,0.176470588235294,0,114,7
C.Nassib,2020,LV,DE,2.5,9,5,0,3,463,14,0.475714285714286,0.178571428571429,0.642857142857143,2.48380129589633,0.357142857142857,0,115,7
D.Wise,2020,NE,DE,2.5,11,2,0,4,565,16,0.56125,0.15625,0.6875,2.38938053097345,0.125,0,116,7
D.Wise,2020,ARI,DE,2.5,11,2,0,4,565,16,0.56125,0.15625,0.6875,2.38938053097345,0.125,0,117,7
I.Rochell,2020,LAC,DE,2.5,3,1,0,1,437,16,0.4125,0.15625,0.1875,1.25858123569794,0.0625,0,118,7
J.Willis,2020,SF,DE,2.5,5,2,0,2,229,9,0.363333333333333,0.277777777777778,0.555555555555556,3.27510917030568,0.222222222222222,0,119,7
M.Danna,2020,KC,DE,2.5,6,4,0,0,389,16,0.358125,0.15625,0.375,2.18508997429306,0.25,0,120,7
A.Highsmith,2020,PIT,OLB,2,6,5,0,4,456,17,0.407647058823529,0.117647058823529,0.352941176470588,1.75438596491228,0.294117647058824,0,121,7
A.Singleton,2020,PHI,OLB,2,7,5,0,6,748,16,0.68875,0.125,0.4375,1.20320855614973,0.3125,0,122,7
B.Huff,2020,NYJ,DE,2,4,4,0,0,295,14,0.296428571428571,0.142857142857143,0.285714285714286,2.03389830508475,0.285714285714286,0,123,7
C.Kirksey,2020,GB,OLB,2,2,2,0,0,591,13,0.699230769230769,0.153846153846154,0.153846153846154,0.676818950930626,0.153846153846154,0,124,7
C.Watkins,2020,HOU,DE,2,2,4,0,0,543,16,0.491875,0.125,0.125,0.736648250460405,0.25,0,125,7
D.Johnson,2020,BUF,DE,2,5,3,0,2,531,103,0.0798058252427184,0.0194174757281553,0.0485436893203883,1.31826741996234,0.029126213592233,0,126,7
J.Ferguson,2020,BAL,OLB,2,5,7,0,1,302,14,0.332142857142857,0.142857142857143,0.357142857142857,2.31788079470199,0.5,0,127,7
J.Simon,2020,NE,DE,2,4,4,0,1,702,16,0.69625,0.125,0.25,0.854700854700855,0.25,0,128,7
N.Vigil,2020,LAC,OLB,2,0,3,1,1,312,15,0.313333333333333,0.133333333333333,0,0,0.2,0,129,7
R.Green,2020,SEA,DE,2,6,2,0,6,410,11,0.55,0.181818181818182,0.545454545454545,1.95121951219512,0.181818181818182,0,130,7
R.Spillane,2020,PIT,OLB,2,3,4,0,0,436,13,0.516153846153846,0.153846153846154,0.230769230769231,1.14678899082569,0.307692307692308,0,131,7
S.Calhoun,2020,NE,OLB,2,3,1,2,0,256,11,0.373636363636364,0.181818181818182,0.272727272727273,1.953125,0.0909090909090909,0,132,7
T.Alualu,2020,PIT,DE,2,5,4,1,0,496,16,0.498125,0.125,0.3125,1.41129032258065,0.25,0,133,7
T.Bowser,2020,BAL,OLB,2,14,4,0,4,583,18,0.493888888888889,0.111111111111111,0.777777777777778,2.74442538593482,0.222222222222222,0,134,7
T.Crawford,2020,DAL,DE,2,4,2,0,2,446,16,0.395625,0.125,0.25,1.34529147982063,0.125,0,135,7
T.Murphy,2020,BUF,DE,2,6,3,0,1,369,11,0.485454545454545,0.181818181818182,0.545454545454545,2.1680216802168,0.272727272727273,0,136,7
A.Bailey,2020,ATL,DE,1.5,5,2,0,2,424,16,0.39625,0.09375,0.3125,1.53301886792453,0.125,0,137,7
C.Wilkins,2020,MIA,DE,1.5,3,4,0,3,637,14,0.709285714285714,0.107142857142857,0.214285714285714,0.706436420722135,0.285714285714286,0,138,7
H.Landry,2020,TEN,OLB,1.5,8,4,0,3,1113,17,0.941176470588235,0.0882352941176471,0.470588235294118,0.853548966756514,0.235294117647059,0,139,7
J.Vaughters,2020,CHI,OLB,1.5,2,2,0,0,253,15,0.242666666666667,0.1,0.133333333333333,1.38339920948617,0.133333333333333,0,140,7
M.Davenport,2020,NO,DE,1.5,8,3,0,2,440,13,0.533076923076923,0.115384615384615,0.615384615384615,2.15909090909091,0.230769230769231,0,141,7
A.Epenesa,2020,BUF,DE,1,4,3,0,0,362,17,0.308235294117647,0.0588235294117647,0.235294117647059,1.38121546961326,0.176470588235294,0,142,7
A.Nelson,2020,TB,OLB,1,7,2,0,4,385,20,0.2815,0.05,0.35,2.07792207792208,0.1,0,143,7
D.Greenlaw,2020,SF,OLB,1,2,7,0,0,699,13,0.821538461538462,0.0769230769230769,0.153846153846154,0.429184549356223,0.538461538461538,0,144,7
D.Wolfe,2020,BAL,DE,1,4,6,0,0,686,16,0.6575,0.0625,0.25,0.728862973760933,0.375,0,145,7
J.Brown,2020,PHI,OLB,1,2,5,2,0,653,25,0.3684,0.04,0.08,0.459418070444104,0.2,0,146,7
J.Elliott,2020,PIT,OLB,1,1,2,0,0,386,42,0.133095238095238,0.0238095238095238,0.0238095238095238,0.518134715025907,0.0476190476190476,0,147,7
J.Greenard,2020,HOU,OLB,1,3,2,0,0,265,13,0.295384615384615,0.0769230769230769,0.230769230769231,1.50943396226415,0.153846153846154,0,148,7
K.Alexander,2020,NO,OLB,1,2,3,2,0,667,12,0.828333333333333,0.0833333333333333,0.166666666666667,0.449775112443778,0.25,0,149,7
K.Chaisson,2020,JAX,DE,1,9,3,0,4,568,16,0.504375,0.0625,0.5625,1.76056338028169,0.1875,0,150,7
K.Kareem,2020,CIN,DE,1,2,1,0,0,259,16,0.25125,0.0625,0.125,1.15830115830116,0.0625,0,151,7
K.Martin,2020,DET,OLB,1,1,3,0,0,219,13,0.265384615384615,0.0769230769230769,0.0769230769230769,0.91324200913242,0.230769230769231,0,152,7
K.Pierre-Louis,2020,WAS,OLB,1,2,3,1,0,506,14,0.555714285714286,0.0714285714285714,0.142857142857143,0.592885375494071,0.214285714285714,0,153,7
L.Carter,2020,NYG,OLB,1,4,2,0,1,234,5,0.714,0.2,0.8,2.13675213675214,0.4,0,154,7
N.Gerry,2020,PHI,OLB,1,2,4,0,1,479,7,0.971428571428571,0.142857142857143,0.285714285714286,0.626304801670146,0.571428571428571,0,155,7
S.Takitaki,2020,CLE,OLB,1,2,2,0,0,497,17,0.430588235294118,0.0588235294117647,0.117647058823529,0.603621730382294,0.117647058823529,0,156,7
T.Davis,2020,WAS,OLB,1,1,2,0,2,443,41,0.171707317073171,0.024390243902439,0.024390243902439,0.451467268623025,0.048780487804878,0,157,7
T.Kpassagnon,2020,KC,DE,1,4,2,0,0,822,19,0.637368421052632,0.0526315789473684,0.210526315789474,0.608272506082725,0.105263157894737,0,158,7
W.Gay,2020,KC,OLB,1,1,3,1,0,267,16,0.24375,0.0625,0.0625,0.749063670411985,0.1875,0,159,7
A.Davis-Gaither,2020,CIN,OLB,0.5,2,0,0,2,314,16,0.295625,0.03125,0.125,0.796178343949045,0,0,160,7
D.Riley,2020,PHI,OLB,0.5,1,2,1,0,569,13,0.634615384615385,0.0384615384615385,0.0769230769230769,0.263620386643234,0.153846153846154,0,161,7
H.Anderson,2020,NYJ,DE,0.5,3,4,0,1,549,16,0.48375,0.03125,0.1875,0.63752276867031,0.25,0,162,7
K.White,2020,LAC,OLB,0.5,3,4,0,1,539,14,0.592142857142857,0.0357142857142857,0.214285714285714,0.649350649350649,0.285714285714286,0,163,7
T.Watt,2021,PIT,OLB,22.5,39,21,5,23,814,16,0.73375,1.40625,2.4375,7.55528255528256,1.3125,0.983062605112678,1,1
N.Bosa,2021,SF,DE,15.5,32,21,4,20,976,20,0.761,0.775,1.6,4.86680327868852,1.05,0.960312689449666,2,1
R.Quinn,2021,CHI,OLB,18.5,22,17,4,18,755,16,0.766875,1.15625,1.375,5.36423841059603,1.0625,0.955759685751649,3,1
M.Parsons,2021,DAL,OLB,13,30,20,3,14,961,17,0.838823529411765,0.764705882352941,1.76470588235294,4.47450572320499,1.17647058823529,0.937186041478966,4,1
T.Hendrickson,2021,CIN,DE,14,27,12,3,20,893,20,0.677,0.7,1.35,4.59126539753639,0.6,0.912788804733843,5,1
C.Jones,2021,ARI,OLB,19.5,43,20,7,23,1820,56,0.500892857142857,0.348214285714286,0.767857142857143,3.43406593406593,0.357142857142857,0.902214230344364,6,2
M.Garrett,2021,CLE,DE,16,33,17,1,18,865,17,0.774117647058824,0.941176470588235,1.94117647058824,5.66473988439306,1,0.8936952531762,7,2
C.Jordan,2021,NO,DE,12.5,22,13,2,18,830,16,0.786875,0.78125,1.375,4.1566265060241,0.8125,0.886874098150698,8,2
M.Golden,2021,ARI,OLB,11,19,10,4,12,727,17,0.677647058823529,0.647058823529412,1.11764705882353,4.12654745529574,0.588235294117647,0.876639834066432,9,2
M.Davenport,2021,NO,DE,9,16,9,3,12,437,11,0.635454545454545,0.818181818181818,1.45454545454545,5.720823798627,0.818181818181818,0.848915191197638,10,2
S.Barrett,2021,TB,OLB,10,22,9,3,8,860,17,0.748235294117647,0.588235294117647,1.29411764705882,3.72093023255814,0.529411764705882,0.84634468370975,11,3
R.Gary,2021,GB,OLB,9.5,28,8,2,10,722,17,0.678823529411765,0.558823529411765,1.64705882352941,5.19390581717451,0.470588235294118,0.846259255709087,12,3
H.Reddick,2021,CAR,OLB,11,18,12,2,8,854,16,0.826875,0.6875,1.125,3.39578454332553,0.75,0.836431897667022,13,3
J.Clowney,2021,CLE,DE,9,19,11,2,10,677,14,0.741428571428571,0.642857142857143,1.35714285714286,4.13589364844904,0.785714285714286,0.834256110529429,14,3
Y.Ngakoue,2021,LV,DE,10,23,8,2,15,882,18,0.718888888888889,0.555555555555556,1.27777777777778,3.74149659863946,0.444444444444444,0.831190046392631,15,3
J.Bosa,2021,LAC,OLB,10.5,20,5,7,16,848,16,0.78,0.65625,1.25,3.59669811320755,0.3125,0.815809259653289,16,3
H.Landry,2021,TEN,OLB,12,22,14,1,16,1042,18,0.897222222222222,0.666666666666667,1.22222222222222,3.26295585412668,0.777777777777778,0.81343792758342,17,3
B.Burns,2021,CAR,DE,9,18,13,2,15,840,17,0.773529411764706,0.529411764705882,1.05882352941176,3.21428571428571,0.764705882352941,0.809915122134194,18,3
P.Smith,2021,GB,OLB,9,17,9,2,11,733,17,0.688235294117647,0.529411764705882,1,3.54706684856753,0.529411764705882,0.790990397712869,19,3
E.Ogbah,2021,MIA,DE,9,24,9,1,10,755,17,0.672352941176471,0.529411764705882,1.41176470588235,4.37086092715232,0.529411764705882,0.781080448421035,20,3
V.Miller,2021,LA,OLB,9.5,17,19,1,14,941,19,0.768421052631579,0.5,0.894736842105263,2.81615302869288,1,0.766899367540156,21,4
J.Greenard,2021,HOU,DE,8,12,9,2,4,413,12,0.520833333333333,0.666666666666667,1,4.84261501210654,0.75,0.765414945693108,22,4
D.Jones,2021,DEN,DE,10.5,24,28,5,10,2982,80,0.5655,0.13125,0.3,1.1569416498994,0.35,0.722702422016987,23,4
C.Dunlap,2021,SEA,OLB,8.5,14,8,1,7,481,17,0.379411764705882,0.5,0.823529411764706,4.67775467775468,0.470588235294118,0.711074941858922,24,4
R.Gregory,2021,DAL,DE,6,17,4,3,12,477,13,0.557692307692308,0.461538461538462,1.30769230769231,4.82180293501048,0.307692307692308,0.710853757375856,25,4
T.Bowser,2021,BAL,OLB,7,15,8,2,4,834,17,0.771176470588235,0.411764705882353,0.88235294117647,2.6378896882494,0.470588235294118,0.702697068881906,26,4
L.Floyd,2021,LA,OLB,9.5,18,7,1,10,1134,21,0.809047619047619,0.452380952380952,0.857142857142857,2.42504409171076,0.333333333333333,0.688434622358728,27,4
A.Ojulari,2021,NYG,OLB,8,13,8,1,11,780,17,0.664705882352941,0.470588235294118,0.764705882352941,2.69230769230769,0.470588235294118,0.676109210935419,28,4
S.Hubbard,2021,CIN,DE,7.5,17,12,1,9,1119,20,0.8455,0.375,0.85,2.18945487042002,0.6,0.674607410444738,29,4
D.Lawrence,2021,DAL,DE,5.5,18,10,3,11,1077,24,0.655416666666667,0.229166666666667,0.75,2.18198700092851,0.416666666666667,0.67460218621177,30,4
D.Lawrence,2021,NYG,DE,5.5,18,10,3,11,1077,24,0.655416666666667,0.229166666666667,0.75,2.18198700092851,0.416666666666667,0.67460218621177,31,4
J.Sweat,2021,PHI,DE,7.5,13,7,1,12,655,16,0.61625,0.46875,0.8125,3.12977099236641,0.4375,0.669225826938182,32,4
J.Allen,2021,JAX,OLB,10.5,20,16,1,7,1540,52,0.455769230769231,0.201923076923077,0.384615384615385,1.98051948051948,0.307692307692308,0.666396100012549,33,4
D.Taylor,2021,PHI,OLB,6.5,13,8,3,6,793,25,0.446,0.26,0.52,2.45901639344262,0.32,0.666300033304944,34,4
D.Taylor,2021,SEA,DE,6.5,13,8,3,6,793,25,0.446,0.26,0.52,2.45901639344262,0.32,0.666300033304944,35,4
U.Nwosu,2021,LAC,OLB,5,17,8,2,6,782,17,0.668823529411765,0.294117647058824,1,2.81329923273657,0.470588235294118,0.662393217286745,36,5
D.Smoot,2021,JAX,DE,6,16,7,1,10,676,16,0.656875,0.375,1,3.25443786982249,0.4375,0.651858394968547,37,5
A.Highsmith,2021,PIT,OLB,6,15,15,1,8,910,17,0.773529411764706,0.352941176470588,0.88235294117647,2.30769230769231,0.88235294117647,0.65054293437347,38,5
D.Wonnum,2021,MIN,DE,8,15,7,1,7,952,17,0.79,0.470588235294118,0.88235294117647,2.41596638655462,0.411764705882353,0.649906002535738,39,5
O.Oweh,2021,BAL,OLB,5,15,5,3,8,615,15,0.646,0.333333333333333,1,3.2520325203252,0.333333333333333,0.646107975964857,40,5
M.Addison,2021,BUF,DE,7,7,8,2,9,541,19,0.442631578947368,0.368421052631579,0.368421052631579,2.58780036968577,0.421052631578947,0.642450014494705,41,5
M.Sweat,2021,WAS,DE,5,13,3,3,10,483,10,0.691,0.5,1.3,3.72670807453416,0.3,0.641929064129371,42,5
J.Houston,2021,BAL,OLB,4.5,17,6,1,9,579,15,0.609333333333333,0.3,1.13333333333333,3.713298791019,0.4,0.617159200632826,43,5
S.Harris,2021,DEN,DE,6,11,7,1,9,566,16,0.5575,0.375,0.6875,3.00353356890459,0.4375,0.616460006467343,44,5
C.Harris,2021,DET,OLB,7.5,17,10,2,7,1621,52,0.459807692307692,0.144230769230769,0.326923076923077,1.51141270820481,0.192307692307692,0.613794176052475,45,5
J.Franklin-Myers,2021,NYJ,DE,6,14,6,1,7,717,16,0.644375,0.375,0.875,2.78940027894003,0.375,0.606772067366256,46,5
F.Clark,2021,KC,DE,4.5,17,4,2,10,809,17,0.725882352941176,0.264705882352941,1,2.65760197775031,0.235294117647059,0.596309075551492,47,5
J.Okwara,2021,DET,OLB,5,9,6,1,7,362,13,0.397692307692308,0.384615384615385,0.692307692307692,3.86740331491713,0.461538461538462,0.579009589466079,48,5
A.Muhammad,2021,IND,DE,6,13,7,1,3,801,17,0.731176470588235,0.352941176470588,0.764705882352941,2.37203495630462,0.411764705882353,0.576848919200197,49,5
C.Wormley,2021,PIT,DE,7,10,6,1,4,769,16,0.711875,0.4375,0.625,2.21066319895969,0.375,0.569871915294745,50,5
D.Fowler,2021,ATL,OLB,4.5,8,6,3,4,509,14,0.536428571428571,0.321428571428571,0.571428571428571,2.45579567779961,0.428571428571429,0.563373021831347,51,6
T.Gipson,2021,CHI,OLB,7,7,7,5,2,1149,28,0.675,0.25,0.25,1.21845082680592,0.25,0.556749114544089,52,6
E.Griffen,2021,MIN,DE,5,10,4,1,5,457,9,0.717777777777778,0.555555555555556,1.11111111111111,3.28227571115974,0.444444444444444,0.553097121247126,53,6
L.Carter,2021,NYG,OLB,5,8,6,2,4,617,14,0.657857142857143,0.357142857142857,0.571428571428571,2.10696920583468,0.428571428571429,0.531966885807708,54,6
G.Rousseau,2021,BUF,DE,4,10,8,1,7,599,19,0.493157894736842,0.210526315789474,0.526315789473684,2.33722871452421,0.421052631578947,0.519592893715308,55,6
T.Kpassagnon,2021,NO,DE,4,8,3,1,2,220,8,0.4275,0.5,1,5.45454545454545,0.375,0.504008500740631,56,6
T.Lewis,2021,IND,DE,5.5,9,7,1,2,678,21,0.488571428571429,0.261904761904762,0.428571428571429,2.13864306784661,0.333333333333333,0.492000341625181,57,6
T.Lewis,2021,LA,OLB,5.5,9,7,1,2,678,21,0.488571428571429,0.261904761904762,0.428571428571429,2.13864306784661,0.333333333333333,0.492000341625181,58,6
S.Ebukam,2021,SF,DE,4.5,11,5,1,6,682,20,0.5275,0.225,0.55,2.27272727272727,0.25,0.485156676822004,59,6
M.Reed,2021,DEN,OLB,5,8,3,2,4,739,14,0.810714285714286,0.357142857142857,0.571428571428571,1.75913396481732,0.214285714285714,0.470457953300855,60,6
K.Alexander,2021,NO,OLB,3.5,7,7,1,3,535,12,0.695833333333333,0.291666666666667,0.583333333333333,1.96261682242991,0.583333333333333,0.452627512971447,61,6
K.Paye,2021,IND,DE,4,10,3,1,6,639,15,0.663333333333333,0.266666666666667,0.666666666666667,2.19092331768388,0.2,0.44024599369783,62,6
T.Basham,2021,DAL,DE,3.5,11,3,1,6,648,18,0.533333333333333,0.194444444444444,0.611111111111111,2.23765432098765,0.166666666666667,0.430302093249034,63,6
J.Martin,2021,HOU,DE,4,6,5,2,5,698,17,0.604705882352941,0.235294117647059,0.352941176470588,1.43266475644699,0.294117647058824,0.429477106154673,64,6
T.McKinley,2021,CLE,DE,2.5,8,3,1,5,319,11,0.434545454545455,0.227272727272727,0.727272727272727,3.29153605015674,0.272727272727273,0.416022044112804,65,6
M.Danna,2021,KC,DE,3,10,3,2,1,586,20,0.4455,0.15,0.5,2.21843003412969,0.15,0.401522767379745,66,6
Y.Gross-Matos,2021,CAR,DE,3.5,4,5,1,7,350,14,0.385714285714286,0.25,0.285714285714286,2.14285714285714,0.357142857142857,0.391160490090199,67,6
B.Dupree,2021,TEN,OLB,3,8,2,1,3,438,12,0.559166666666667,0.25,0.666666666666667,2.51141552511416,0.166666666666667,0.388100797377943,68,6
J.Watt,2021,ARI,DE,1,10,5,1,4,365,8,0.72375,0.125,1.25,3.01369863013699,0.625,0.382264213987681,69,6
J.Willis,2021,SF,DE,3,5,2,1,2,216,13,0.26,0.230769230769231,0.384615384615385,3.7037037037037,0.153846153846154,0.377683744350731,70,6
D.Wise,2021,NE,DE,3,10,5,1,3,701,23,0.474782608695652,0.130434782608696,0.434782608695652,1.85449358059914,0.217391304347826,0.375817945038352,71,7
D.Wise,2021,WAS,DE,3,10,5,1,3,701,23,0.474782608695652,0.130434782608696,0.434782608695652,1.85449358059914,0.217391304347826,0.375817945038352,72,7
F.Luvu,2021,CAR,OLB,1.5,5,8,1,4,249,16,0.2425,0.09375,0.3125,2.61044176706827,0.5,0.369992483245864,73,7
O.Okoronkwo,2021,LA,OLB,2,6,3,2,3,314,17,0.277058823529412,0.117647058823529,0.352941176470588,2.54777070063694,0.176470588235294,0.359723298658611,74,7
A.Robinson,2021,SEA,DE,3,6,7,3,1,1266,58,0.31551724137931,0.0517241379310345,0.103448275862069,0.710900473933649,0.120689655172414,0.35039510849302,75,7
Q.Roche,2021,NYG,OLB,2.5,5,5,1,4,401,14,0.41,0.178571428571429,0.357142857142857,1.87032418952618,0.357142857142857,0.322634131028344,76,7
D.Walker,2021,HOU,DE,2,7,4,1,4,456,13,0.515384615384615,0.153846153846154,0.538461538461538,1.97368421052632,0.307692307692308,0.320657698165108,77,7
K.Fackrell,2021,LAC,OLB,3,4,4,1,3,382,13,0.432307692307692,0.230769230769231,0.307692307692308,1.83246073298429,0.307692307692308,0.313072438327707,78,7
M.Ingram,2021,KC,OLB,2,11,4,1,4,733,32,0.3471875,0.0625,0.34375,1.77353342428377,0.125,0.307859860547809,79,7
D.Wilson,2021,JAX,OLB,3,6,5,1,1,1245,27,0.708518518518519,0.111111111111111,0.222222222222222,0.72289156626506,0.185185185185185,0.300573350111994,80,7
C.Young,2021,WAS,DE,1.5,4,3,2,2,477,9,0.777777777777778,0.166666666666667,0.444444444444444,1.15303983228512,0.333333333333333,0.264243006137315,81,7
J.Pierre-Paul,2021,TB,DE,2.5,5,3,1,1,699,14,0.729285714285714,0.178571428571429,0.357142857142857,1.07296137339056,0.214285714285714,0.254206798634768,82,7
J.Hughes,2021,BUF,DE,2,7,1,2,1,655,26,0.392692307692308,0.0769230769230769,0.269230769230769,1.37404580152672,0.0384615384615385,0.243862276374516,83,7
K.Keke,2021,GB,DE,2.5,4,1,1,3,393,12,0.504166666666667,0.208333333333333,0.333333333333333,1.65394402035623,0.0833333333333333,0.243074392287979,84,7
J.Ward,2021,JAX,OLB,2,7,4,1,3,1654,49,0.524081632653061,0.0408163265306122,0.142857142857143,0.544135429262394,0.0816326530612245,0.228397475727407,85,7
M.Fox,2021,CAR,DE,1.5,7,2,1,3,562,17,0.519411764705882,0.0882352941176471,0.411764705882353,1.51245551601423,0.117647058823529,0.221115213262616,86,7
C.Nassib,2021,LV,DE,1.5,4,3,1,2,264,14,0.281428571428571,0.107142857142857,0.285714285714286,2.08333333333333,0.214285714285714,0.220493268862486,87,7
G.Pratt,2021,CIN,OLB,0.5,2,5,2,1,913,19,0.732105263157895,0.0263157894736842,0.105263157894737,0.27382256297919,0.263157894736842,0.172028105746676,88,7
B.Lynch,2021,MIN,OLB,2,1,1,1,2,218,16,0.19625,0.125,0.0625,1.37614678899083,0.0625,0.152356781665227,89,7
C.Holcomb,2021,WAS,OLB,1,2,2,2,2,1021,16,0.989375,0.0625,0.125,0.29382957884427,0.125,0.151883638024308,90,7
T.Flowers,2021,DET,OLB,1.5,3,1,1,2,743,27,0.38962962962963,0.0555555555555556,0.111111111111111,0.605652759084791,0.037037037037037,0.11318195506384,91,7
J.Phillips,2021,ARI,DE,12.5,21,14,0,7,1010,30,0.514333333333333,0.416666666666667,0.7,3.31683168316832,0.466666666666667,0,92,7
J.Phillips,2021,MIA,OLB,12.5,21,14,0,7,1010,30,0.514333333333333,0.416666666666667,0.7,3.31683168316832,0.466666666666667,0,93,7
M.Judon,2021,NE,OLB,12.5,25,14,0,19,899,18,0.781666666666667,0.694444444444444,1.38888888888889,4.17130144605117,0.777777777777778,0,94,7
D.Autry,2021,TEN,DE,9,18,10,0,13,753,18,0.651111111111111,0.5,1,3.58565737051793,0.555555555555556,0,95,7
M.Crosby,2021,LV,DE,8,30,13,0,14,976,36,0.399722222222222,0.222222222222222,0.833333333333333,3.89344262295082,0.361111111111111,0,96,7
A.Key,2021,SF,DE,6.5,17,5,0,14,433,20,0.334,0.325,0.85,5.42725173210162,0.25,0,97,7
R.Green,2021,SEA,DE,6.5,15,6,0,10,846,17,0.668235294117647,0.382352941176471,0.88235294117647,2.54137115839243,0.352941176470588,0,98,7
A.Armstead,2021,SF,DE,6,11,7,0,8,978,20,0.7585,0.3,0.55,1.73824130879346,0.35,0,99,7
D.Hunter,2021,MIN,DE,6,11,6,0,8,384,7,0.815714285714286,0.857142857142857,1.57142857142857,4.42708333333333,0.857142857142857,0,100,7
K.Mack,2021,CHI,OLB,6,7,6,0,5,315,7,0.704285714285714,0.857142857142857,1,4.12698412698413,0.857142857142857,0,101,7
N.Suh,2021,TB,DE,6,13,7,0,12,797,19,0.622105263157895,0.31578947368421,0.68421052631579,2.38393977415307,0.368421052631579,0,102,7
Q.Williams,2021,NYJ,OLB,6,12,7,0,11,1493,31,0.677096774193548,0.193548387096774,0.387096774193548,1.20562625586068,0.225806451612903,0,103,7
K.Turay,2021,IND,DE,5.5,8,5,0,7,224,13,0.266923076923077,0.423076923076923,0.615384615384615,6.02678571428571,0.384615384615385,0,104,7
A.Nelson,2021,TB,OLB,5,10,7,0,7,398,19,0.315263157894737,0.263157894736842,0.526315789473684,3.76884422110553,0.368421052631579,0,105,7
D.Armstrong,2021,DAL,DE,5,12,3,0,8,534,14,0.551428571428571,0.357142857142857,0.857142857142857,3.18352059925094,0.214285714285714,0,106,7
D.Lowry,2021,GB,DE,5,9,5,0,7,719,18,0.633888888888889,0.277777777777778,0.5,1.9471488178025,0.277777777777778,0,107,7
A.Bryant,2021,DET,OLB,4.5,6,5,0,3,436,14,0.465714285714286,0.321428571428571,0.428571428571429,2.40825688073395,0.357142857142857,0,108,7
W.Gholston,2021,TB,DE,4.5,11,7,0,2,549,19,0.429473684210526,0.236842105263158,0.578947368421053,2.82331511839709,0.368421052631579,0,109,7
W.Mercilus,2021,GB,DE,4,5,5,0,4,324,11,0.453636363636364,0.363636363636364,0.454545454545455,2.77777777777778,0.454545454545455,0,110,7
Z.Allen,2021,ARI,DE,4,14,5,0,6,728,16,0.70625,0.25,0.875,2.47252747252747,0.3125,0,111,7
E.Obada,2021,BUF,DE,3.5,8,3,0,4,272,11,0.359090909090909,0.318181818181818,0.727272727272727,4.22794117647059,0.272727272727273,0,112,7
A.Gotsis,2021,JAX,DE,3,7,6,0,1,442,16,0.428125,0.1875,0.4375,2.26244343891403,0.375,0,113,7
B.Nichols,2021,CHI,DE,3,9,5,0,3,678,17,0.639411764705882,0.176470588235294,0.529411764705882,1.76991150442478,0.294117647058824,0,114,7
