"","player_name","season","team","games","total_attempts","total_completions","total_passing_yards","total_passing_tds","total_interceptions","completion_pct","yards_per_attempt","yards_per_game","total_passing_epa","pass_epa_per_att","avg_cpoe","td_pct","int_pct","total_sacks","sack_rate","avg_time_to_throw","total_carries","total_rushing_yards","total_rushing_tds","rushing_yards_per_carry","total_fantasy_points","fantasy_points_per_game"
"140","K.Allen",2022,"HOU",2,78,46,416,2,4,58.974358974359,5.33333333333333,208,-34.0045657036541,-0.435955970559668,-9.25787525394788,2.56410256410256,5.12820512820513,5,6.02409638554217,2.67330769230769,6,13,0,2.16666666666667,15.94,7.97
"141","K.Allen",2023,"BUF",6,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,13,-13,0,-1,-1.3,-0.216666666666667
"142","K.Allen",2024,"PIT",1,1,1,19,0,0,100,19,19,1.43255293625407,1.43255293625407,NA,0,0,0,0,NA,0,0,0,NA,0.76,0.76
"143","K.Cousins",2022,"MIN",18,682,455,4820,31,14,66.7155425219941,7.06744868035191,267.777777777778,30.7124701887177,0.0450329474907884,3.59775055773912,4.54545454545455,2.05278592375367,46,6.31868131868132,2.84178283173111,32,98,3,3.0625,316.4,17.5777777777778
"144","K.Cousins",2023,"MIN",8,311,216,2331,18,5,69.4533762057878,7.4951768488746,291.375,37.1030454711041,0.119302397013196,4.59297807343453,5.78778135048232,1.60771704180064,17,5.18292682926829,2.86408920273358,14,25,0,1.78571428571429,149.74,18.7175
"145","K.Cousins",2024,"ATL",14,453,303,3508,18,16,66.887417218543,7.7439293598234,250.571428571429,22.0813880221903,0.04874478592095,2.10679190093823,3.97350993377483,3.53200883002207,28,5.82120582120582,2.69566604766441,23,0,0,0,176.32,12.5942857142857
"146","K.Murray",2022,"ARI",11,390,259,2368,14,7,66.4102564102564,6.07179487179487,215.272727272727,-18.2468432857015,-0.0467867776556448,-0.698239063002811,3.58974358974359,1.79487179487179,25,6.02409638554217,2.67340872020654,67,418,3,6.23880597014925,200.52,18.2290909090909
"147","K.Murray",2023,"ARI",8,268,176,1799,10,5,65.6716417910448,6.71268656716418,224.875,-12.8784690754762,-0.0480539890875977,-2.8484598852833,3.73134328358209,1.86567164179104,18,6.29370629370629,2.78207951051465,44,244,3,5.54545454545455,146.36,18.295
"148","K.Murray",2024,"ARI",17,541,372,3851,21,11,68.7615526802218,7.11829944547135,226.529411764706,65.6543678808934,0.121357426766901,2.49906737242938,3.88170055452865,2.03327171903882,30,5.25394045534151,2.81060712791011,78,572,5,7.33333333333333,297.24,17.4847058823529
"149","K.Pickett",2022,"PIT",13,389,245,2404,7,9,62.9820051413882,6.17994858611825,184.923076923077,-11.0657067667914,-0.0284465469583327,-0.597696670246212,1.79948586118252,2.31362467866324,27,6.49038461538462,2.99868727436386,55,237,3,4.30909090909091,149.86,11.5276923076923
"150","K.Pickett",2023,"PIT",12,324,201,2070,6,4,62.037037037037,6.38888888888889,172.5,-40.2414919466061,-0.124202135637673,-0.0509276545630349,1.85185185185185,1.23456790123457,23,6.62824207492795,2.8120774231231,42,54,1,1.28571428571429,110.2,9.18333333333333
"151","K.Pickett",2024,"PHI",7,43,25,291,2,1,58.1395348837209,6.76744186046512,41.5714285714286,0.717036048998418,0.0166752569534516,4.60044298321008,4.65116279069767,2.32558139534884,4,8.51063829787234,2.92441666666667,14,8,1,0.571428571428571,24.44,3.49142857142857
"152","K.Trask",2022,"TB",1,9,3,23,0,0,33.3333333333333,2.55555555555556,23,-5.33255963632837,-0.592506626258708,NA,0,0,0,0,NA,0,0,0,NA,0.92,0.92
"153","K.Trask",2023,"TB",2,1,0,0,0,0,0,0,0,-1.88030287302347,-1.88030287302347,NA,0,0,0,0,NA,1,-1,0,-1,-0.1,-0.05
"154","K.Trask",2024,"TB",3,1,1,5,0,0,100,5,1.66666666666667,0.297810939140618,0.297810939140618,NA,0,0,0,0,NA,5,-4,0,-0.8,-0.2,-0.0666666666666667
"155","L.Jackson",2022,"BAL",12,326,203,2242,17,7,62.2699386503067,6.87730061349693,186.833333333333,9.42733552568467,0.0289182071340021,-3.1608737471322,5.21472392638037,2.14723926380368,26,7.38636363636364,3.01654069946264,112,764,3,6.82142857142857,236.08,19.6733333333333
"156","L.Jackson",2023,"BAL",18,516,343,4102,27,8,66.4728682170543,7.94961240310078,227.888888888889,56.8869034463479,0.110245936911527,2.75887187514189,5.23255813953488,1.55038759689922,44,7.85714285714286,2.99092469219745,167,975,7,5.83832335329341,384.88,21.3822222222222
"157","L.Jackson",2024,"BAL",19,520,350,4601,45,5,67.3076923076923,8.84807692307692,242.157894736842,190.077566185253,0.365533781125487,1.63956710356586,8.65384615384615,0.961538461538462,26,4.76190476190476,3.13735356723851,160,1035,4,6.46875,471.54,24.8178947368421
"158","L.Woodside",2023,"ATL",1,4,3,27,0,1,75,6.75,27,-10.0795751017577,-2.51989377543941,NA,0,25,1,20,NA,1,6,0,6,-0.32,-0.32
"159","M.Barkley",2023,"JAX",1,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,3,-3,0,-1,-0.3,-0.3
"160","M.Jones",2022,"NE",14,442,288,2997,14,11,65.158371040724,6.78054298642534,214.071428571429,-28.406190213468,-0.0642673986730044,-1.62037625269922,3.16742081447964,2.48868778280543,34,7.14285714285714,2.68793160640333,47,102,1,2.17021276595745,170.08,12.1485714285714
"161","M.Jones",2023,"NE",11,345,224,2120,10,12,64.927536231884,6.14492753623188,192.727272727273,-53.7546012815911,-0.155810438497366,-1.37954971819305,2.89855072463768,3.47826086956522,22,5.99455040871935,2.48192576126996,26,96,0,3.69230769230769,106.4,9.67272727272727
"162","M.Jones",2024,"JAX",10,262,171,1672,8,8,65.2671755725191,6.38167938931298,167.2,-2.45746966445156,-0.00937965520783039,-1.00100891584028,3.05343511450382,3.05343511450382,14,5.07246376811594,2.73185021940789,28,92,1,3.28571428571429,96.08,9.608
"163","M.Mariota",2022,"ATL",13,300,184,2219,15,9,61.3333333333333,7.39666666666667,170.692307692308,6.05363550723856,0.0201787850241286,-3.15827541030622,5,3,28,8.53658536585366,2.97560575575939,85,438,4,5.15294117647059,196.56,15.12
"164","M.Mariota",2023,"PHI",2,23,15,164,1,1,65.2173913043478,7.1304347826087,82,-5.11009586436431,-0.222178081059318,2.85928070545197,4.34782608695652,4.34782608695652,3,11.5384615384615,2.7415,8,52,0,6.5,11.76,5.88
"165","M.Mariota",2024,"WAS",5,44,34,364,4,0,77.2727272727273,8.27272727272727,72.8,19.8133516262931,0.450303446052117,17.950587320155,9.09090909090909,0,3,6.38297872340426,2.84531074168798,20,93,1,4.65,45.86,9.172
"166","M.Penix",2024,"ATL",5,105,61,775,3,3,58.0952380952381,7.38095238095238,155,14.5531169521574,0.138601113830071,-5.42150356283535,2.85714285714286,2.85714285714286,4,3.6697247706422,2.66767306228534,7,11,1,1.57142857142857,44.1,8.82
"167","M.Rudolph",2023,"PIT",5,113,77,948,5,1,68.141592920354,8.38938053097345,189.6,13.1842877086325,0.116675112465775,9.87124877957961,4.42477876106195,0.884955752212389,7,5.83333333333333,2.70472419590643,12,24,0,2,56.32,11.264
"168","M.Rudolph",2024,"TEN",8,228,146,1530,9,9,64.0350877192982,6.71052631578947,191.25,-1.93614114649023,-0.00849184713372907,1.00535766709135,3.94736842105263,3.94736842105263,11,4.60251046025105,2.78259877441569,25,106,1,4.24,95.8,11.975
"169","M.Ryan",2022,"IND",12,461,309,3057,14,13,67.0281995661605,6.63123644251627,254.75,-24.7600057797621,-0.0537093400862518,1.49772293240811,3.03687635574837,2.81995661605206,38,7.61523046092184,2.68508269495122,27,70,1,2.59259259259259,155.28,12.94
"170","M.Stafford",2022,"LA",9,303,206,2087,10,8,67.986798679868,6.88778877887789,231.888888888889,-24.0373468155017,-0.0793311776089167,-0.506317501304228,3.3003300330033,2.64026402640264,29,8.73493975903614,2.71938538610065,13,9,1,0.692307692307692,108.38,12.0422222222222
"171","M.Stafford",2023,"LA",16,557,351,4332,26,11,63.016157989228,7.77737881508079,270.75,73.6081625516082,0.132151099733588,-0.454176675568716,4.66786355475763,1.97486535008977,32,5.43293718166384,2.69413432270405,21,65,0,3.0952380952381,265.78,16.61125
"172","M.Stafford",2024,"LA",18,588,385,4295,24,8,65.4761904761905,7.30442176870748,238.611111111111,43.8026788674631,0.0744943518154134,-1.26424718319552,4.08163265306122,1.36054421768707,35,5.61797752808989,2.75594403497608,34,45,0,1.32352941176471,250.3,13.9055555555556
"173","M.Trubisky",2022,"PIT",7,180,117,1252,4,5,65,6.95555555555556,178.857142857143,7.73026837691226,0.0429459354272903,5.95692078786437,2.22222222222222,2.77777777777778,11,5.75916230366492,2.72408542178542,19,38,2,2,73.88,10.5542857142857
"174","M.Trubisky",2023,"PIT",5,107,67,632,4,5,62.6168224299065,5.90654205607477,126.4,-19.6495319398425,-0.183640485419089,-1.13201793730013,3.73831775700935,4.67289719626168,7,6.14035087719298,2.84369199221495,16,54,2,3.375,48.68,9.736
"175","M.Trubisky",2024,"BUF",9,26,19,179,2,0,73.0769230769231,6.88461538461539,19.8888888888889,9.71651024231414,0.373711932396698,3.82042651375136,7.69230769230769,0,0,0,2.58295238095238,20,-2,0,-0.1,14.96,1.66222222222222
"176","M.White",2022,"NYJ",4,175,103,1192,3,4,58.8571428571429,6.81142857142857,298,-7.62786697386352,-0.0435878112792201,-2.00166613610438,1.71428571428571,2.28571428571429,9,4.89130434782609,2.78792091951717,6,9,1,1.5,56.58,14.145
"177","M.White",2023,"MIA",6,6,5,74,1,1,83.3333333333333,12.3333333333333,12.3333333333333,-7.24090171756689,-1.20681695292781,NA,16.6666666666667,16.6666666666667,0,0,NA,8,-9,0,-1.125,2.06,0.343333333333333
"178","M.White",2024,"BUF",1,11,3,28,0,0,27.2727272727273,2.54545454545455,28,-7.15286629885668,-0.650260572623334,NA,0,0,0,0,NA,0,0,0,NA,1.12,1.12
"179","M.Willis",2022,"TEN",7,61,31,276,0,3,50.8196721311475,4.52459016393443,39.4285714285714,-38.83768905122,-0.63668342706918,-6.85676150707245,0,4.91803278688525,10,14.0845070422535,3.31523233695652,27,123,1,4.55555555555556,19.34,2.76285714285714
"180","M.Willis",2023,"TEN",2,5,4,74,0,0,80,14.8,37,-0.068276936013552,-0.0136553872027104,NA,0,0,4,44.4444444444444,NA,5,21,0,4.2,3.06,1.53
"181","M.Willis",2024,"GB",6,54,40,550,3,0,74.0740740740741,10.1851851851852,91.6666666666667,16.2466392453774,0.30086368972921,-2.23845800286846,5.55555555555556,0,8,12.9032258064516,2.25031578947368,20,138,1,6.9,51.8,8.63333333333333
"182","N.Foles",2022,"IND",2,42,25,225,0,4,59.5238095238095,5.35714285714286,112.5,-34.171226935013,-0.813600641309834,-7.73921310901643,0,9.52380952380952,8,16,2.6928275862069,2,8,0,4,1.8,0.9
"183","N.Mullens",2022,"MIN",4,25,21,224,1,1,84,8.96,56,12.4374951408125,0.497499805632498,NA,4,4,0,0,NA,4,8,0,2,11.76,2.94
"184","N.Mullens",2023,"MIN",5,148,100,1306,7,8,67.5675675675676,8.82432432432432,261.2,12.2968687689239,0.0830869511413774,5.45374433688744,4.72972972972973,5.4054054054054,12,7.5,3.11496655844156,10,25,0,2.5,66.74,13.348
"185","N.Mullens",2024,"MIN",4,2,2,38,0,0,100,19,9.5,4.86872562265489,2.43436281132745,NA,0,0,0,0,NA,3,-2,0,-0.666666666666667,1.32,0.33
"186","N.Peterman",2022,"CHI",3,25,14,139,1,1,56,5.56,46.3333333333333,-5.09347054600948,-0.203738821840379,-4.79502297545734,4,4,1,3.84615384615385,2.70231578947368,2,7,0,3.5,8.26,2.75333333333333
"187","N.Peterman",2023,"CHI",1,0,0,0,0,0,NA,NA,0,-0.094426492229104,NA,NA,NA,NA,1,100,NA,2,-4,0,-2,-0.4,-0.4
"188","N.Sudfeld",2022,"DET",2,0,0,0,0,0,NA,NA,0,-0.898727806800917,NA,NA,NA,NA,1,100,NA,5,-4,0,-0.8,-0.4,-0.2
"189","P.Mahomes",2022,"KC",20,748,507,5953,48,12,67.7807486631016,7.95855614973262,297.65,221.44917022054,0.296055040401791,-0.366715387119316,6.41711229946524,1.60427807486631,29,3.73230373230373,2.90243102775746,73,418,4,5.72602739726027,476.52,23.826
"190","P.Mahomes",2023,"KC",20,746,505,5234,33,15,67.6943699731903,7.01608579088472,261.7,86.9381060380434,0.116539016136787,-0.979814963216062,4.42359249329759,2.01072386058981,32,4.11311053984576,2.93926547945237,98,530,0,5.40816326530612,358.36,17.918
"191","P.Mahomes",2024,"KC",19,664,447,4607,31,13,67.3192771084337,6.93825301204819,242.473684210526,73.2501026013711,0.110316419580378,-1.58079983409611,4.66867469879518,1.9578313253012,47,6.61040787623066,2.78379417579965,80,389,4,4.8625,347.38,18.2831578947368
"192","P.Walker",2022,"CAR",6,106,63,731,3,3,59.4339622641509,6.89622641509434,121.833333333333,-19.9319120359565,-0.18803690599959,-8.87866286993629,2.83018867924528,2.83018867924528,7,6.19469026548673,2.32552241161616,6,39,0,6.5,39.14,6.52333333333333
"193","P.Walker",2023,"CLE",5,111,54,674,1,5,48.6486486486487,6.07207207207207,134.8,-34.9647333648879,-0.314997597881873,-11.7831104400271,0.900900900900901,4.5045045045045,11,9.01639344262295,2.97047564832385,13,30,0,2.30769230769231,19.96,3.992
"194","R.Tannehill",2022,"TEN",12,325,212,2536,14,6,65.2307692307692,7.80307692307692,211.333333333333,19.7171544133646,0.0606681674257372,2.57910276156366,4.30769230769231,1.84615384615385,33,9.21787709497207,2.75317762054733,34,98,2,2.88235294117647,165.24,13.77
"195","R.Tannehill",2023,"TEN",9,230,149,1616,4,7,64.7826086956522,7.02608695652174,179.555555555556,-22.8663676627939,-0.0994189898382344,0.624909402694189,1.73913043478261,3.04347826086957,32,12.2137404580153,2.66399382646221,17,74,1,4.35294117647059,80.04,8.89333333333333
"196","R.Wilson",2022,"DEN",15,483,292,3524,16,11,60.4554865424431,7.29606625258799,234.933333333333,-55.9970097279003,-0.115935837945963,-3.72023190600331,3.31262939958592,2.27743271221532,55,10.2230483271375,2.97900433666517,55,277,3,5.03636363636364,224.76,14.984
"197","R.Wilson",2023,"DEN",15,447,297,3070,26,8,66.4429530201342,6.86800894854586,204.666666666667,-16.336197524169,-0.0365463031860604,0.784501322889658,5.8165548098434,1.78970917225951,45,9.14634146341463,3.04321082878559,80,341,3,4.2625,256.9,17.1266666666667
"198","R.Wilson",2024,"PIT",12,365,234,2752,18,5,64.1095890410959,7.53972602739726,229.333333333333,7.14991098204764,0.0195887972110894,2.1650610097191,4.93150684931507,1.36986301369863,37,9.20398009950249,2.84072732131692,46,161,2,3.5,192.18,16.015
"199","S.Clifford",2023,"GB",2,1,1,37,0,0,100,37,18.5,2.14362682815408,2.14362682815408,NA,0,0,0,0,NA,3,-2,0,-0.666666666666667,1.28,0.64
"200","S.Darnold",2022,"CAR",6,140,82,1143,7,3,58.5714285714286,8.16428571428571,190.5,21.072685399864,0.1505191814276,1.82877352052362,5,2.14285714285714,10,6.66666666666667,3.26864859592162,26,106,2,4.07692307692308,86.32,14.3866666666667
"201","S.Darnold",2023,"SF",10,46,28,297,2,1,60.8695652173913,6.45652173913043,29.7,-0.262156721463623,-0.00569905916225268,1.64426152522747,4.34782608695652,2.17391304347826,6,11.5384615384615,3.0804,21,15,1,0.714285714285714,23.38,2.338
"202","S.Darnold",2024,"MIN",18,585,386,4564,36,13,65.982905982906,7.8017094017094,253.555555555556,21.6230136378549,0.0369624164749656,3.40712872512437,6.15384615384615,2.22222222222222,57,8.8785046728972,3.08453057447599,71,231,1,3.25352112676056,319.66,17.7588888888889
"203","S.Ehlinger",2022,"IND",4,101,64,573,3,3,63.3663366336634,5.67326732673267,143.25,-40.5837325680155,-0.401819134336787,-3.55133802094433,2.97029702970297,2.97029702970297,14,12.1739130434783,3.00830714642679,17,87,0,5.11764705882353,35.62,8.905
"204","S.Howell",2022,"WAS",1,19,11,169,1,1,57.8947368421053,8.89473684210526,169,-7.46178453790207,-0.392725501994846,0.214692636540057,5.26315789473684,5.26315789473684,3,13.6363636363636,2.67647368421053,5,35,1,7,18.26,18.26
"205","S.Howell",2023,"WAS",17,612,388,3946,21,21,63.3986928104575,6.44771241830065,232.117647058824,-103.661177627518,-0.169381009195292,-1.13202383001981,3.43137254901961,3.43137254901961,65,9.60118168389956,2.84561564119628,48,263,5,5.47916666666667,256.54,15.0905882352941
"206","S.Howell",2024,"SEA",1,14,5,24,0,1,35.7142857142857,1.71428571428571,24,-15.5729183114717,-1.11235130796226,NA,0,7.14285714285714,4,22.2222222222222,NA,1,2,0,2,-0.84,-0.84
"207","S.Rattler",2024,"NO",7,228,130,1317,4,5,57.0175438596491,5.77631578947368,188.142857142857,-74.7923269937251,-0.328036521902303,-10.0113099180331,1.75438596491228,2.19298245614035,22,8.8,2.81682908163265,18,146,0,8.11111111111111,67.28,9.61142857142857
"208","S.Thompson",2022,"MIA",8,150,78,754,2,5,52,5.02666666666667,94.25,-43.4111605918118,-0.289407737278746,-7.1869107052928,1.33333333333333,3.33333333333333,10,6.25,3.16721531443467,16,24,0,1.5,28.56,3.57
"209","S.Thompson",2024,"MIA",2,33,21,187,0,0,63.6363636363636,5.66666666666667,93.5,-15.5110251420131,-0.470031064909488,-3.35271107523066,0,0,6,15.3846153846154,2.68536842105263,1,4,0,4,7.88,3.94
"210","T.Bagent",2023,"CHI",5,143,94,859,3,6,65.7342657342657,6.00699300699301,171.8,-25.4177472920779,-0.177746484559985,-2.11823335341465,2.0979020979021,4.1958041958042,5,3.37837837837838,2.95838160990144,23,109,2,4.73913043478261,53.26,10.652
"211","T.Bagent",2024,"CHI",4,2,2,11,0,0,100,5.5,2.75,0.318867500929628,0.159433750464814,NA,0,0,0,0,NA,6,-7,0,-1.16666666666667,-0.26,-0.065
"212","T.Boyle",2022,"CHI",1,8,2,33,0,2,25,4.125,33,-4.50947897683363,-0.563684872104204,NA,0,25,0,0,NA,2,-2,0,-1,-2.88,-2.88
"213","T.Boyle",2023,"NYJ",3,77,48,360,1,4,62.3376623376623,4.67532467532468,120,-30.9875781070184,-0.402436079311927,-4.61898940174203,1.2987012987013,5.1948051948052,9,10.4651162790698,2.61219684210526,4,5,0,1.25,10.9,3.63333333333333
"214","T.Boyle",2024,"MIA",2,26,15,153,0,0,57.6923076923077,5.88461538461539,76.5,-7.09820680436678,-0.273007954014107,NA,0,0,1,3.7037037037037,NA,2,10,0,5,7.12,3.56
"215","T.Boyle",2024,"NYG",1,24,12,123,1,1,50,5.125,123,-7.38970461615827,-0.307904359006595,-9.35916087279717,4.16666666666667,4.16666666666667,1,4,2.480375,1,-1,0,-1,6.82,6.82
"216","T.Brady",2022,"TB",18,799,525,5045,27,10,65.7071339173967,6.31414267834793,280.277777777778,58.2214826452823,0.0728679382293897,-1.39966931092812,3.37922403003755,1.25156445556946,24,2.91616038882138,2.45080497738358,29,-1,1,-0.0344827586206897,293.7,16.3166666666667
"217","T.Bridgewater",2022,"MIA",5,79,49,683,4,4,62.0253164556962,8.64556962025316,136.6,0.383182439977755,0.00485041063262981,1.51773295683488,5.06329113924051,5.06329113924051,7,8.13953488372093,3.11520536635707,3,27,0,9,38.02,7.604
"218","T.Bridgewater",2023,"DET",1,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,2,-2,0,-1,-0.2,-0.2
"219","T.Bridgewater",2024,"DET",1,1,1,3,0,0,100,3,3,-0.131951791699976,-0.131951791699976,NA,0,0,0,0,NA,0,0,0,NA,0.12,0.12
"220","T.DeVito",2023,"NYG",9,178,114,1101,8,3,64.0449438202247,6.18539325842697,122.333333333333,-49.3222322049457,-0.277091192162616,-2.16013542624752,4.49438202247191,1.68539325842697,37,17.2093023255814,3.03070759470455,36,195,1,5.41666666666667,93.54,10.3933333333333
"221","T.DeVito",2024,"NYG",2,44,31,257,0,0,70.4545454545455,5.84090909090909,128.5,-8.00893249030923,-0.182021192961574,0.293461329513974,0,0,6,12,2.67645161290323,8,32,0,4,13.48,6.74
"222","T.Heinicke",2022,"WAS",9,259,161,1859,12,6,62.1621621621622,7.17760617760618,206.555555555556,-12.7109937517172,-0.0490771959525761,1.85053929556283,4.63320463320463,2.31660231660232,19,6.83453237410072,2.97712693363745,28,96,1,3.42857142857143,115.96,12.8844444444444
"223","T.Heinicke",2023,"ATL",5,136,74,890,5,4,54.4117647058823,6.54411764705882,178,-1.64327910840989,-0.0120829346206609,-8.69428376208007,3.67647058823529,2.94117647058824,8,5.55555555555556,2.89710443327564,15,124,1,8.26666666666667,66,13.2
"224","T.Heinicke",2024,"LAC",4,5,3,28,0,0,60,5.6,7,-5.95559958711965,-1.19111991742393,NA,0,0,3,37.5,NA,2,20,0,10,3.12,0.78
"225","T.Hill",2022,"NO",16,19,13,240,2,0,68.421052631579,12.6315789473684,15,12.5861815645576,0.662430608660928,NA,10.5263157894737,0,2,9.52380952380952,NA,96,575,7,5.98958333333333,136.8,8.55
"226","T.Huntley",2022,"BAL",6,141,92,884,4,4,65.2482269503546,6.26950354609929,147.333333333333,-3.7453263161318,-0.0265625979867503,-1.13658861837646,2.83687943262411,2.83687943262411,9,6,2.86563170080045,52,191,1,3.67307692307692,68.46,11.41
"227","T.Huntley",2023,"BAL",5,37,21,203,3,0,56.7567567567568,5.48648648648649,40.6,3.80045475512065,0.102714993381639,-11.465481455837,8.10810810810811,0,4,9.75609756097561,3.32235714285714,15,55,0,3.66666666666667,25.62,5.124
"228","T.Huntley",2024,"MIA",5,133,86,829,3,3,64.6616541353383,6.23308270676692,165.8,-17.8480365150601,-0.134195763271129,0.819653866058248,2.25563909774436,2.25563909774436,15,10.1351351351351,2.61919713754381,26,135,2,5.19230769230769,60.66,12.132
"229","T.Lance",2022,"SF",2,31,15,194,0,1,48.3870967741936,6.25806451612903,97,-9.72571229066573,-0.313732654537604,-19.5726425520011,0,3.2258064516129,2,6.06060606060606,2.94214285714286,16,67,0,4.1875,12.46,6.23
"230","T.Lance",2024,"DAL",4,41,25,266,0,1,60.9756097560976,6.48780487804878,66.5,-8.36433636120222,-0.204008203931762,-3.27277760404873,0,2.4390243902439,4,8.88888888888889,2.488,11,41,0,3.72727272727273,12.74,3.185
"231","T.Lawrence",2022,"JAX",19,670,439,4618,30,13,65.5223880597015,6.89253731343284,243.052631578947,77.6283766790101,0.115863248774642,-1.05409781004599,4.47761194029851,1.94029850746269,31,4.42225392296719,2.55825576595174,66,325,5,4.92424242424242,331.22,17.4326315789474
"232","T.Lawrence",2023,"JAX",16,564,370,4016,21,14,65.6028368794326,7.12056737588652,251,0.77731385626768,0.0013782160572122,-0.0713178044938028,3.72340425531915,2.4822695035461,35,5.84307178631052,2.51142421131882,70,339,4,4.84285714285714,262.54,16.40875
"233","T.Lawrence",2024,"JAX",10,284,172,2045,11,7,60.5633802816901,7.20070422535211,204.5,3.90157262062849,0.0137379317627764,-3.58709584356014,3.87323943661972,2.46478873239437,18,5.96026490066225,2.67967391859859,26,119,3,4.57692307692308,145.7,14.57
"234","T.McKee",2024,"PHI",2,45,30,323,4,0,66.6666666666667,7.17777777777778,161.5,14.6777132762997,0.326171406139994,-2.46490639884297,8.88888888888889,0,2,4.25531914893617,2.63426829268293,5,-1,0,-0.2,28.82,14.41
"235","T.McSorley",2022,"ARI",5,83,45,412,0,5,54.2168674698795,4.96385542168675,82.4,-36.3881795077863,-0.43841180129863,-15.7191002762152,0,6.02409638554217,3,3.48837209302326,2.67865681818182,15,61,0,4.06666666666667,8.58,1.716
"236","T.Siemian",2022,"CHI",2,26,15,184,1,1,57.6923076923077,7.07692307692308,92,-7.15439133248344,-0.275168897403209,-4.32102137804031,3.84615384615385,3.84615384615385,2,7.14285714285714,2.65568,4,8,0,2,10.16,5.08
"237","T.Siemian",2023,"NYJ",5,153,86,724,2,4,56.2091503267974,4.73202614379085,144.8,-54.5947052367237,-0.356828138802116,-8.57888723367014,1.30718954248366,2.61437908496732,8,4.96894409937888,2.52131207264957,11,40,0,3.63636363636364,26.96,5.392
"238","T.Tagovailoa",2022,"MIA",13,400,259,3548,25,8,64.75,8.87,272.923076923077,97.3682334299746,0.243420583574936,-1.14489507928205,6.25,2,21,4.98812351543943,2.60531351972102,24,70,0,2.91666666666667,230.92,17.7630769230769
"239","T.Tagovailoa",2023,"MIA",18,599,408,4823,30,15,68.1135225375626,8.05175292153589,267.944444444444,109.623520375969,0.183010885435674,0.856861954758861,5.00834724540902,2.50417362270451,31,4.92063492063492,2.37355617699928,38,99,0,2.60526315789474,284.82,15.8233333333333
"240","T.Tagovailoa",2024,"MIA",11,399,291,2867,19,7,72.9323308270677,7.18546365914787,260.636363636364,84.674154893303,0.212215927050885,0.96875516762137,4.76190476190476,1.75438596491228,21,5,2.42153291687198,17,49,0,2.88235294117647,181.58,16.5072727272727
"241","T.Taylor",2022,"NYG",2,8,6,58,1,1,75,7.25,29,-4.38533691049088,-0.54816711381136,NA,12.5,12.5,3,27.2727272727273,NA,5,70,0,14,11.32,5.66
"242","T.Taylor",2023,"NYG",10,180,116,1341,5,3,64.4444444444444,7.45,134.1,2.11601569665396,0.0117556427591887,1.04673556143183,2.77777777777778,1.66666666666667,17,8.62944162436548,2.87066021225732,38,197,0,5.18421052631579,87.34,8.734
"243","T.Taylor",2024,"NYJ",2,22,17,119,3,0,77.2727272727273,5.40909090909091,59.5,11.9040861275571,0.541094823979868,NA,13.6363636363636,0,0,0,NA,3,13,0,4.33333333333333,20.06,10.03
"244","W.Levis",2023,"TEN",9,255,149,1808,8,4,58.4313725490196,7.09019607843137,200.888888888889,-13.8864908396109,-0.0544568268220036,-1.77801217535911,3.13725490196078,1.56862745098039,28,9.89399293286219,2.84653602055192,25,57,1,2.28,102.02,11.3355555555556
"245","W.Levis",2024,"TEN",12,301,190,2091,13,12,63.1229235880399,6.9468438538206,174.25,-65.6249321402618,-0.218023030366318,-1.32908961416166,4.31893687707641,3.98671096345515,41,11.9883040935673,2.66840732473932,45,183,0,4.06666666666667,119.94,9.995
"246","Z.Wilson",2022,"NYJ",9,242,132,1688,6,7,54.5454545454545,6.97520661157025,187.555555555556,-36.2110549518601,-0.149632458478761,-6.2230709548705,2.47933884297521,2.89256198347107,23,8.67924528301887,3.08358889634906,28,102,1,3.64285714285714,97.92,10.88
"247","Z.Wilson",2023,"NYJ",12,368,221,2271,8,7,60.054347826087,6.17119565217391,189.25,-101.300151591588,-0.275272151064097,-1.77742934261987,2.17391304347826,1.90217391304348,46,11.1111111111111,2.90741430034612,36,211,0,5.86111111111111,119.94,9.995
