player_id,player_name,position,team,height,weight,years_exp,rookie_year,birth_date,college
00-0036859,Jimmy Morrissey,OL,HOU,75,305,2,2021,1998-06-09,Pittsburgh
00-0036860,Jake Funk,RB,DET,70,205,2,2021,1998-01-11,Maryland
00-0036862,Ben Skowronek,WR,LA,75,220,2,2021,1997-06-27,Notre Dame
00-0036865,Jackson Carman,OL,CIN,77,345,2,2021,2000-01-22,Clemson
00-0036866,James Hudson,OL,CLE,77,310,2,2021,1999-05-13,Cincinnati
00-0036867,Chris Rumph,DL,LAC,74,235,2,2021,1998-10-19,Duke
00-0036868,Jordan Smith,LB,KC,79,255,2,2021,NA,Alabama-Birmingham
00-0036869,Dan Moore,OL,PIT,77,315,2,2021,1998-09-28,Texas A&amp;M
00-0036870,Buddy Johnson,LB,DAL,74,240,2,2021,1999-02-27,Texas A&amp;M
00-0036871,Nate Hobbs,DB,LV,73,195,2,2021,1999-06-24,Illinois
00-0036872,Joshuah Bledsoe,DB,NE,71,198,2,2021,1998-12-30,Missouri
00-0036874,Patrick Surtain,DB,DEN,74,203,2,2021,2000-04-14,Alabama
00-0036875,Rhamondre Stevenson,RB,NE,72,246,2,2021,1998-02-23,Oklahoma
00-0036876,Kylen Granson,TE,IND,75,235,2,2021,1998-03-27,Southern Methodist
00-0036877,Jaelon Darden,WR,CLE,68,174,2,2021,1999-01-14,North Texas
00-0036878,Janarius Robinson,DL,LV,77,260,2,2021,1998-05-04,Florida State
00-0036879,Sam Ehlinger,QB,IND,74,235,2,2021,1998-09-30,Texas
00-0036880,Penei Sewell,OL,DET,77,325,2,2021,2000-10-09,Oregon
00-0036881,Jay Tufele,DL,CIN,75,305,2,2021,1999-07-25,Southern California
00-0036882,Jabril Cox,LB,WAS,75,233,2,2021,1998-04-16,Louisiana State
00-0036883,Tommy Togiai,DL,ATL,74,300,2,2021,1999-09-19,Ohio State
00-0036884,Marco Wilson,DB,NE,72,191,2,2021,1999-03-03,Florida
00-0036885,Tre Brown,DB,SEA,70,186,2,2021,1997-09-24,Oklahoma
00-0036886,Josh Ball,OL,DAL,80,309,2,2021,1998-05-15,Marshall
00-0036887,Luke Farrell,TE,JAX,77,258,2,2021,1997-10-14,Ohio State
00-0036888,Damar Hamlin,DB,BUF,72,195,2,2021,1998-03-24,Pittsburgh
00-0036890,Michal Menet,OL,ATL,75,305,2,2021,NA,Penn State
00-0036892,Alex Leatherwood,OL,CLE,77,305,2,2021,1999-01-05,Alabama
00-0036893,Najee Harris,RB,PIT,73,230,2,2021,1998-03-09,Alabama
00-0036894,Pat Freiermuth,TE,PIT,77,258,2,2021,1998-10-25,Penn State
00-0036895,Elerson Smith,LB,LV,79,255,2,2021,1998-07-17,Northern Iowa
00-0036896,Victor Dimukeje,LB,ARI,74,265,2,2021,1999-11-18,Duke
00-0036897,Tay Gowan,DB,TEN,74,185,2,2021,1998-01-07,Central Florida
00-0036898,Davis Mills,QB,HOU,76,225,2,2021,1998-10-21,Stanford
00-0036899,Aaron Robinson,DB,NYG,73,193,2,2021,1997-11-10,Central Florida
00-0036900,Ja'Marr Chase,WR,CIN,72,200,2,2021,2000-03-01,Louisiana State
00-0036901,Eric Stokes,DB,GB,72,190,2,2021,1999-03-01,Georgia
00-0036902,Joseph Ossai,DL,CIN,76,253,2,2021,2000-04-13,Texas
00-0036903,Bobby Brown III,DL,LA,76,325,2,2021,2000-08-07,Texas A&amp;M
00-0036904,Robert Rochell,DB,GB,74,195,2,2021,1998-04-26,Central Arkansas
00-0036905,Larry Borom,OL,CHI,77,332,2,2021,1999-03-30,Missouri
00-0036906,Khalil Herbert,RB,CHI,69,212,2,2021,1998-04-21,Virginia Tech
00-0036908,Thomas Graham,DB,CLE,71,197,2,2021,1999-06-26,Oregon
00-0036909,Khyiris Tonga,DL,MIN,76,340,2,2021,1996-07-07,Brigham Young
00-0036910,C.J. Saunders,WR,ATL,70,190,2,2021,1996-09-15,Ohio State
00-0036912,DeVonta Smith,WR,PHI,72,165,2,2021,1998-11-14,Alabama
00-0036913,Kadarius Toney,WR,KC,72,193,2,2021,1999-01-27,Florida
00-0036914,Greg Rousseau,DL,BUF,78,253,2,2021,2000-04-05,Miami
00-0036915,Jeremiah Owusu-Koramoah,LB,CLE,74,215,2,2021,1999-11-04,Notre Dame
00-0036916,Milton Williams,DL,PHI,75,278,2,2021,1999-04-06,Louisiana Tech
00-0036917,Zech McPhearson,DB,PHI,71,195,2,2021,1998-03-21,Texas Tech
00-0036918,Jacob Harris,WR,JAX,77,211,2,2021,1997-04-16,Central Florida
00-0036919,Kenneth Gainwell,RB,PHI,69,191,2,2021,1999-03-14,Memphis
00-0036920,Marlon Tuipulotu,DL,PHI,74,305,2,2021,1999-05-31,Southern California
00-0036921,Tarron Jackson,DL,PHI,74,260,2,2021,1998-06-22,Coastal Carolina
00-0036922,Patrick Johnson,LB,PHI,74,251,2,2021,1998-01-10,Tulane
00-0036924,Michael Carter,RB,ARI,68,200,2,2021,1999-05-07,North Carolina
00-0036926,Payton Turner,DL,NO,78,270,2,2021,1999-01-07,Houston
00-0036927,Pete Werner,LB,NO,75,242,2,2021,1999-06-05,Ohio State
00-0036928,Kyle Trask,QB,TB,77,240,2,2021,1998-03-06,Florida
00-0036929,Ian Book,QB,KC,72,212,2,2021,1998-03-30,Notre Dame
00-0036930,Landon Young,OL,NO,79,305,2,2021,1997-08-21,Kentucky
00-0036932,Micah Parsons,LB,DAL,75,245,2,2021,1999-05-26,Penn State
00-0036933,Zaven Collins,LB,ARI,76,260,2,2021,1999-05-19,Tulsa
00-0036934,Jaelan Phillips,LB,MIA,77,266,2,2021,1999-05-28,Miami
00-0036935,Kelvin Joseph,DB,KC,73,195,2,2021,1999-11-11,Kentucky
00-0036936,Rondale Moore,WR,ARI,67,180,2,2021,2000-06-09,Purdue
00-0036937,Paulson Adebo,DB,NO,73,193,2,2021,1999-07-03,Stanford
00-0036938,Rashad Weaver,LB,TEN,76,270,2,2021,1997-11-10,Pittsburgh
00-0036939,Kawaan Baker,WR,NO,73,215,2,2021,NA,South Alabama
00-0036940,Odafe Oweh,LB,BAL,77,252,2,2021,1998-12-15,Penn State
00-0036941,Andre Cisco,DB,JAX,72,203,2,2021,2000-03-23,Syracuse
00-0036942,Osa Odighizuwa,DL,DAL,74,280,2,2021,1998-08-13,UCLA
00-0036943,Mitchell Fraboni,LS,DEN,74,223,2,2021,1996-10-28,Arizona State
00-0036944,Jaycee Horn,DB,CAR,73,200,2,2021,1999-11-26,South Carolina
00-0036945,Justin Fields,QB,CHI,75,223,2,2021,1999-03-05,Ohio State
00-0036946,Kellen Mond,QB,IND,75,217,2,2021,1999-06-22,Texas A&amp;M
00-0036947,Jalen Mayfield,OL,NYG,77,320,2,2021,2000-05-23,Michigan
00-0036948,Ta'Quon Graham,DL,ATL,76,285,2,2021,1998-12-01,Texas
00-0036949,Adetokunbo Ogundeji,LB,ATL,76,268,2,2021,1998-10-09,Notre Dame
00-0036950,Avery Williams,RB,ATL,69,195,2,2021,1998-07-15,Boise State
00-0036951,Frank Darby,WR,ATL,73,200,2,2021,1997-09-08,Arizona State
00-0036952,Jonathon Cooper,LB,DEN,76,257,2,2021,1998-01-08,Ohio State
00-0036953,Teven Jenkins,OL,CHI,78,310,2,2021,1998-03-03,Oklahoma State
00-0036954,Levi Onwuzurike,DL,DET,75,293,2,2021,1998-03-02,Washington
00-0036955,Terrace Marshall,WR,CAR,74,200,2,2021,2000-06-09,Louisiana State
00-0036956,Darren Hall,DB,IND,72,190,2,2021,2000-05-02,San Diego State
00-0036957,Drew Dalman,OL,ATL,75,300,2,2021,1998-10-15,Stanford
00-0036959,Michael Bandy,WR,DEN,70,190,2,2021,1997-12-05,San Diego
00-0036961,Richie Grant,DB,ATL,72,194,2,2021,1997-11-09,Central Florida
00-0036962,Trevon Moehrig,DB,LV,74,202,2,2021,1999-06-16,Texas Christian
00-0036963,Amon-Ra St. Brown,WR,DET,72,195,2,2021,1999-10-24,Southern California
00-0036964,Derrick Barnes,LB,DET,72,245,2,2021,1999-05-29,Purdue
00-0036966,Tyrone Wheatley,OL,NE,78,265,2,2021,1997-02-04,Morgan State
00-0036967,Joe Tryon-Shoyinka,LB,TB,77,262,2,2021,1999-04-30,Washington
00-0036968,Brady Christensen,OL,CAR,78,297,2,2021,1996-09-27,Brigham Young
00-0036970,Kyle Pitts,TE,ATL,78,250,2,2021,2000-10-06,Florida
00-0036971,Trevor Lawrence,QB,JAX,78,220,2,2021,1999-10-06,Clemson
00-0036972,Mac Jones,QB,NE,75,214,2,2021,1998-09-05,Alabama
00-0036973,Travis Etienne,RB,JAX,70,200,2,2021,1999-01-26,Clemson
00-0036974,Tyson Campbell,DB,JAX,73,185,2,2021,2000-03-17,Georgia
00-0036975,Walker Little,OL,JAX,79,325,2,2021,1999-04-01,Stanford
00-0036976,Spencer Brown,OL,BUF,80,321,2,2021,1998-02-28,Northern Iowa
00-0036977,Ben Cleveland,OL,BAL,78,344,2,2021,1998-08-25,Georgia
00-0036978,Ronnie Perkins,DL,DEN,75,247,2,2021,1999-09-29,Oklahoma
00-0036979,Alijah Vera-Tucker,OL,NYJ,77,310,2,2021,1999-06-17,Southern California
00-0036980,Elijah Moore,WR,CLE,70,184,2,2021,2000-03-27,Mississippi
00-0036981,Christian Barmore,DL,NE,77,310,2,2021,1999-07-28,Alabama
00-0036982,Chauncey Golston,DL,DAL,77,270,2,2021,1998-02-10,Iowa
00-0036983,Kendrick Green,OL,HOU,76,310,2,2021,1998-12-22,Illinois
00-0036984,Trey Sermon,RB,IND,72,215,2,2021,1999-01-30,Ohio State
00-0036985,Robert Hainsey,OL,TB,76,295,2,2021,1998-08-12,Notre Dame
00-0036986,Nahshon Wright,DB,DAL,76,188,2,2021,1998-09-23,Oregon State
00-0036987,Brandon Stephens,DB,BAL,73,206,2,2021,1997-12-29,Southern Methodist
00-0036988,Josh Palmer,WR,LAC,73,210,2,2021,1999-09-22,Tennessee
00-0036989,Malcolm Koonce,DL,LV,74,250,2,2021,1998-06-06,Buffalo
00-0036990,Divine Deablo,LB,LV,75,223,2,2021,1998-08-17,Virginia Tech
00-0036991,Amari Rodgers,WR,IND,69,215,2,2021,1999-09-23,Clemson
00-0036992,Elijah Molden,DB,TEN,70,190,2,2021,1999-01-30,Washington
00-0036993,Ifeatu Melifonwu,DB,DET,75,213,2,2021,1999-05-02,Syracuse
00-0036994,Ernest Jones,LB,LA,74,230,2,2021,1999-11-22,South Carolina
00-0036995,Baron Browning,LB,DEN,75,240,2,2021,1999-02-19,Ohio State
00-0036996,Greg Newsome II,DB,CLE,72,188,2,2021,2000-05-18,Northwestern
00-0036997,Javonte Williams,RB,DEN,70,220,2,2021,2000-04-25,North Carolina
00-0036998,Jevon Holland,DB,MIA,73,196,2,2021,2000-03-03,Oregon
00-0036999,Anthony Schwartz,WR,MIA,72,179,2,2021,2000-09-05,Auburn
00-0037000,Monty Rice,LB,NO,72,233,2,2021,1999-01-08,Georgia
00-0037001,Quinn Meinerz,OL,DEN,75,320,2,2021,1998-11-15,Wisconsin-Whitewater
00-0037002,Landon Dickerson,OL,PHI,78,325,2,2021,1998-09-30,Alabama
00-0037003,Chazz Surratt,LB,NYJ,74,228,2,2021,1997-02-16,North Carolina
00-0037004,Hunter Long,TE,LA,77,253,2,2021,1998-08-19,Boston College
00-0037005,Tommy Tremble,TE,CAR,76,248,2,2021,2000-06-02,Notre Dame
00-0037006,Wyatt Davis,OL,NYG,76,310,2,2021,1999-02-17,Ohio State
00-0037007,Patrick Jones,LB,MIN,76,260,2,2021,1998-09-29,Pittsburgh
00-0037008,Ambry Thomas,DB,SF,72,182,2,2021,1999-09-09,Michigan
00-0037009,Rashawn Slater,OL,LAC,76,305,2,2021,1999-03-26,Northwestern
00-0037010,Liam Eichenberg,OL,MIA,78,308,2,2021,1998-01-19,Notre Dame
00-0037011,Tre' McKitty,TE,BUF,76,245,2,2021,1999-01-12,Georgia
00-0037012,Trey Lance,QB,DAL,76,226,2,2021,2000-05-09,North Dakota State
00-0037013,Zach Wilson,QB,NYJ,74,208,2,2021,1999-08-03,Brigham Young
00-0037015,Sal Cannella,TE,SEA,77,228,2,2021,NA,Auburn
00-0037018,Alfredo Gutierrez,OL,SF,81,335,2,2021,1995-12-29,No College
00-0037020,Bernhard Seikovits,TE,ARI,77,262,2,2021,1997-07-24,No College
00-0037022,Michael Jacobson,TE,NO,79,240,2,2021,1997-04-04,Iowa State
00-0037031,Nikola Kalinic,TE,LA,76,245,1,2022,1997-01-21,"York, Can."
00-0037034,Dee Alford,DB,ATL,71,170,3,2022,1997-11-05,Tusculum
00-0037039,Devon Allen,WR,PHI,73,185,5,2022,1994-12-12,Oregon
00-0037040,Roy Mbaeteka,OL,CHI,81,309,2,2022,2000-02-13,No College
00-0037041,Haggai Chisom Ndubuisi,OL,DEN,78,298,2,2022,2000-10-15,No College
00-0037043,Amare Barno,LB,CAR,78,245,1,2022,1999-04-26,Virginia Tech
00-0037046,Donovan Jeter,DL,NYG,75,325,1,2022,NA,Michigan
00-0037049,Chris Steele,DB,SEA,73,190,1,2022,NA,Southern California
00-0037051,Elijah Garcia,DL,DEN,77,302,1,2022,1998-03-11,Rice
00-0037055,Lance McCutcheon,WR,NYJ,75,200,1,2022,1999-02-28,Montana State
00-0037057,Keir Thomas,LB,LA,74,275,1,2022,1998-01-25,Florida State
00-0037061,De'Shaan Dixon,LB,JAX,77,250,1,2022,1998-12-16,Norfolk State
00-0037062,Benjie Franklin,DB,SEA,72,185,1,2022,NA,Tarleton State
00-0037068,E.J. Perry,QB,JAX,74,210,1,2022,1998-08-16,Brown
00-0037070,Josh Thompson,DB,TEN,72,191,1,2022,1998-10-20,Texas
00-0037073,Jordan Davis,DL,PHI,78,340,1,2022,2000-01-12,Georgia
00-0037074,Quay Walker,LB,GB,76,240,1,2022,2000-05-08,Georgia
00-0037075,Devonte Wyatt,DL,GB,75,315,1,2022,1998-03-31,Georgia
00-0037076,Sean Rhyan,OL,GB,77,320,1,2022,2000-09-15,UCLA
00-0037077,Sam Howell,QB,WAS,73,225,1,2022,2000-11-16,North Carolina
00-0037078,Cole Turner,TE,WAS,78,240,1,2022,2000-03-16,Nevada
00-0037079,Tariq Woolen,DB,SEA,76,205,1,2022,1999-05-02,Texas-San Antonio
00-0037080,Tyreke Smith,LB,ARI,75,267,1,2022,2000-02-14,Ohio State
00-0037081,Braxton Jones,OL,CHI,77,310,1,2022,1999-03-27,Southern Utah
00-0037082,Dominique Robinson,DL,CHI,77,256,1,2022,1998-07-02,"Miami, O."
00-0037083,Kingsley Enagbare,LB,GB,76,270,1,2022,2000-01-18,South Carolina
00-0037084,Kyron Johnson,LB,PIT,72,235,1,2022,1998-07-24,Kansas
00-0037085,Tyler Badie,RB,DEN,68,194,1,2022,1999-02-07,Missouri
00-0037086,Grant Calcaterra,TE,PHI,76,221,1,2022,1998-12-04,Southern Methodist
00-0037087,Trestan Ebner,RB,CHI,70,205,1,2022,NA,Baylor
00-0037088,Doug Kramer,OL,CHI,74,305,1,2022,1998-06-04,Illinois
00-0037089,Ja'Tyre Carter,OL,CHI,75,275,1,2022,1999-01-15,Southern U.
00-0037090,Tariq Carpenter,DB,PIT,75,225,1,2022,1998-12-28,Georgia Tech
00-0037091,Bo Melton,WR,GB,71,195,1,2022,1999-05-18,Rutgers
00-0037092,Chris Paul,OL,WAS,76,324,1,2022,1998-11-19,Tulsa
00-0037093,Dareke Young,WR,SEA,74,210,1,2022,1999-06-04,Lenoir-Rhyne
00-0037094,Jonathan Ford,DL,GB,77,305,1,2022,1998-09-29,Miami
00-0037095,Christian Holmes,DB,WAS,73,201,1,2022,1997-11-14,Oklahoma State
00-0037096,Elijah Hicks,DB,CHI,71,200,1,2022,1999-10-16,California
00-0037097,Trenton Gill,P,CHI,76,219,1,2022,1999-01-01,North Carolina State
00-0037098,Samori Toure,WR,GB,73,190,1,2022,1998-03-24,Nebraska
00-0037103,Jean Delance,OL,GB,77,307,1,2022,NA,Florida
00-0037106,Jaylon Jones,DB,CHI,71,183,1,2022,1997-10-14,Mississippi
00-0037109,Jack Sanborn,LB,CHI,74,232,1,2022,2000-07-29,Wisconsin
00-0037112,Jake Tonges,TE,SF,76,240,1,2022,1999-07-08,California
00-0037120,Tyler Goodson,RB,IND,69,199,1,2022,2000-11-10,Iowa
00-0037122,Caleb Jones,OL,GB,81,362,1,2022,1999-02-10,Indiana
00-0037126,Cole Schneider,OL,GB,76,312,1,2022,NA,Central Florida
00-0037129,Josh Blackwell,DB,CHI,71,175,1,2022,1999-04-05,Duke
00-0037130,Reed Blankenship,DB,PHI,73,200,1,2022,1999-03-02,Middle Tennessee
00-0037131,Kennedy Brooks,RB,PHI,71,210,1,2022,NA,Oklahoma
00-0037132,Britain Covey,WR,PHI,68,170,1,2022,1997-03-18,Utah
00-0037133,William Dunkle,OL,PIT,77,330,1,2022,NA,San Diego State
00-0037134,Noah Elliss,DL,PHI,76,367,1,2022,1999-03-31,Idaho
00-0037136,Mario Goodrich,DB,PHI,72,186,1,2022,2000-01-12,Clemson
00-0037137,Josh Jobe,DB,PHI,71,189,1,2022,1998-04-09,Alabama
00-0037138,Josh Sills,OL,IND,78,335,1,2022,1998-01-26,Oklahoma State
00-0037140,Jarrid Williams,OL,MIN,78,308,1,2022,NA,Miami
00-0037141,Joey Blount,DB,ARI,73,205,1,2022,1998-11-16,Virginia
00-0037148,Scott Nelson,DB,HOU,74,205,1,2022,1999-07-20,Wisconsin
00-0037149,Joshua Onujiogu,DL,SEA,74,250,1,2022,1998-03-03,Framingham State
00-0037152,Matthew Gotel,DL,SEA,76,300,1,2022,1999-01-02,West Florida
00-0037153,Vi Jones,LB,TB,74,220,1,2022,1998-05-05,North Carolina State
00-0037155,Tony Adams,DB,NYJ,72,205,1,2022,1999-01-24,Illinois
00-0037156,Irvin Charles,WR,NYJ,76,219,1,2022,1997-04-13,"Indiana, Pa."
00-0037157,Bam Knight,RB,DET,70,210,1,2022,2001-04-11,North Carolina State
00-0037163,Ferrod Gardner,DB,WAS,73,215,1,2022,NA,Louisiana-Lafayette
00-0037164,Curtis Hodges,TE,WAS,80,240,1,2022,1999-07-03,Arizona State
00-0037167,Tyrese Robinson,OL,MIN,75,326,1,2022,1999-08-21,Oklahoma
00-0037168,Armani Rogers,TE,WAS,77,227,1,2022,1997-12-04,Ohio
00-0037171,Drew White,LB,WAS,72,228,1,2022,1998-09-15,Notre Dame
00-0037172,Kyric McGowan,WR,WAS,70,200,1,2022,NA,Georgia Tech
00-0037173,Slade Bolden,WR,ATL,71,191,1,2022,NA,Alabama
00-0037174,Shemar Bridges,WR,BAL,77,210,1,2022,NA,Fort Valley State
00-0037175,Anthony Brown,QB,BAL,75,226,1,2022,NA,Oregon
00-0037179,Jeremiah Moon,LB,BAL,77,245,1,2022,1998-08-18,Florida
00-0037181,Rayshad Nichols,DL,BAL,74,307,1,2022,1999-07-09,Stephen F. Austin
00-0037184,Josh Ross,LB,BAL,72,224,1,2022,1999-10-31,Michigan
00-0037185,Raleigh Webb,WR,TB,74,215,1,2022,1997-12-28,Citadel
00-0037190,Ahmad Gardner,DB,NYJ,75,200,1,2022,2000-08-31,Cincinnati
00-0037191,Trent McDuffie,DB,KC,71,195,1,2022,2000-09-13,Washington
00-0037192,George Karlaftis,DL,KC,76,275,1,2022,2001-04-03,Purdue
00-0037193,Bryan Cook,DB,KC,73,210,1,2022,1999-09-07,Cincinnati
00-0037194,Darian Kinnard,OL,KC,77,345,1,2022,1999-12-29,Kentucky
00-0037195,Jaylen Watson,DB,KC,74,204,1,2022,1998-09-17,Washington State
00-0037196,Rasheed Walker,OL,GB,78,325,1,2022,2000-02-13,Penn State
00-0037197,Isiah Pacheco,RB,KC,70,215,1,2022,1999-03-02,Rutgers
00-0037198,Nazeeh Johnson,DB,KC,70,189,1,2022,1998-07-17,Marshall
00-0037203,LaBryan Ray,DL,CAR,76,292,1,2022,1997-12-05,Alabama
00-0037204,Kody Russey,OL,NE,74,292,1,2022,1998-05-14,Houston
00-0037205,Brenden Schooler,DB,NE,73,206,1,2022,1997-05-30,Texas
00-0037207,Mike Caliendo,OL,KC,76,300,1,2022,1997-10-21,Western Michigan
00-0037208,Jack Cochrane,LB,KC,75,225,1,2022,1999-02-09,South Dakota
00-0037210,Jerrion Ealy,RB,KC,69,185,1,2022,NA,Mississippi
00-0037216,Justyn Ross,WR,KC,76,205,1,2022,1999-12-15,Clemson
00-0037222,A.J. Thomas,DB,CHI,74,220,1,2022,1999-09-18,Western Michigan
00-0037224,Cameron Dicker,K,LAC,73,216,1,2022,2000-05-06,Texas
00-0037225,Chris Glaser,OL,NYJ,76,300,1,2022,1999-10-01,Virginia
00-0037228,Jaylen Warren,RB,PIT,68,225,1,2022,1998-11-01,Oklahoma State
00-0037229,Ikem Ekwonu,OL,CAR,76,320,1,2022,2000-10-31,North Carolina State
00-0037231,Kevin Austin,WR,JAX,74,215,1,2022,NA,Notre Dame
00-0037233,Gerrit Prince,TE,KC,77,240,1,2022,1997-08-25,Alabama-Birmingham
00-0037235,Travon Walker,LB,JAX,77,275,1,2022,2000-12-18,Georgia
00-0037236,Aidan Hutchinson,DL,DET,79,265,1,2022,2000-08-09,Michigan
00-0037237,Derek Stingley Jr.,DB,HOU,72,195,1,2022,2001-06-20,Louisiana State
00-0037238,Drake London,WR,ATL,76,210,1,2022,2001-07-24,Southern California
00-0037239,Chris Olave,WR,NO,72,185,1,2022,2000-06-27,Ohio State
00-0037240,Jameson Williams,WR,DET,73,189,1,2022,2001-03-26,Alabama
00-0037241,Trevor Penning,OL,NO,79,321,1,2022,1999-05-15,Northern Iowa
00-0037242,Kaiir Elam,DB,BUF,73,196,1,2022,2001-05-05,Florida
00-0037243,Tyler Smith,OL,DAL,78,332,1,2022,2001-04-03,Tulsa
00-0037244,Devin Lloyd,LB,JAX,75,235,1,2022,1998-09-30,Utah
00-0037245,Lewis Cine,DB,MIN,74,200,1,2022,1999-10-05,Georgia
00-0037246,Jalen Pitre,DB,HOU,71,200,1,2022,1999-06-03,Baylor
00-0037247,George Pickens,WR,PIT,75,200,1,2022,2001-03-04,Georgia
00-0037248,James Cook,RB,BUF,71,190,1,2022,1999-09-25,Georgia
00-0037249,Nik Bonitto,LB,DEN,75,238,1,2022,1999-09-26,Oklahoma
00-0037250,Martin Emerson,DB,CLE,74,200,1,2022,2000-09-27,Mississippi State
00-0037251,Alex Wright,DL,CLE,77,270,1,2022,2000-09-05,Alabama-Birmingham
00-0037252,Greg Dulcich,TE,DEN,76,250,1,2022,2000-03-26,UCLA
00-0037253,Marcus Jones,DB,NE,68,185,1,2022,1998-10-22,Houston
00-0037254,Terrel Bernard,LB,BUF,73,222,1,2022,1999-05-07,Baylor
00-0037255,Dylan Parham,OL,LV,75,285,1,2022,1999-08-24,Memphis
00-0037256,Rachaad White,RB,TB,72,210,1,2022,1999-01-12,Arizona State
00-0037257,David Bell,WR,CLE,73,205,1,2022,2000-12-14,Purdue
00-0037258,Dameon Pierce,RB,HOU,70,215,1,2022,2000-02-19,Florida
00-0037259,Micah McFadden,LB,NYG,74,232,1,2022,2000-01-03,Indiana
00-0037260,D.J. Davidson,DL,NYG,75,325,1,2022,1999-09-19,Arizona State
00-0037261,Khalil Shakir,WR,BUF,72,190,1,2022,2000-02-03,Boise State
00-0037262,Thomas Booker,DL,PHI,75,310,1,2022,1999-11-11,Stanford
00-0037263,Tyler Allgeier,RB,ATL,71,220,1,2022,2000-04-15,Brigham Young
00-0037264,Delarrin Turner-Yell,DB,DEN,71,190,1,2022,1999-12-16,Oklahoma
00-0037265,Snoop Conner,RB,JAX,70,220,1,2022,2000-08-01,Mississippi
00-0037266,Matt Waletzko,OL,DAL,80,305,1,2022,1999-12-15,North Dakota
00-0037267,Jerome Ford,RB,CLE,70,220,1,2022,1999-09-12,Cincinnati
00-0037268,Zyon McCollum,DB,TB,74,200,1,2022,1999-05-03,Sam Houston State
00-0037269,Eric Johnson,DL,IND,76,298,1,2022,1998-07-16,Missouri State
00-0037270,Otito Ogbonnia,DL,LAC,76,320,1,2022,2000-08-25,UCLA
00-0037271,D'Marco Jackson,LB,NO,73,230,1,2022,1998-07-20,Appalachian State
00-0037272,Montrell Washington,WR,KC,70,170,1,2022,1999-03-14,Samford
00-0037273,Kyle Philips,WR,TEN,71,191,1,2022,1999-06-17,UCLA
00-0037274,Esezi Otomewo,DL,JAX,77,285,1,2022,1999-03-09,Minnesota
00-0037275,DaRon Bland,DB,DAL,72,206,1,2022,1999-07-12,Fresno State
00-0037276,Ty Chandler,RB,MIN,71,210,1,2022,1998-05-12,North Carolina
00-0037277,Teagan Quitoriano,TE,HOU,78,259,1,2022,2000-03-15,Oregon State
00-0037278,Luke Wattenberg,OL,DEN,77,300,1,2022,1997-09-10,Washington
00-0037279,Marcus McKethan,OL,NYG,79,330,1,2022,2000-05-19,North Carolina
00-0037280,Matthew Butler,DL,LV,75,290,1,2022,1999-06-10,Tennessee
00-0037281,Damone Clark,LB,DAL,75,239,1,2022,2000-06-28,Louisiana State
00-0037282,James Mitchell,TE,DET,76,255,1,2022,1999-08-11,Virginia Tech
00-0037283,John Ridgeway,DL,WAS,77,320,1,2022,1999-05-07,Arkansas
00-0037285,Darrian Beavers,LB,NYG,76,255,1,2022,1999-07-05,Cincinnati
00-0037286,Kevin Harris,RB,NE,70,220,1,2022,2000-11-17,South Carolina
00-0037287,Vederian Lowe,OL,NE,78,320,1,2022,1999-04-17,Illinois
00-0037288,Christian Benford,DB,BUF,73,205,1,2022,2000-09-21,Villanova
00-0037289,Malcolm Rodriguez,LB,DET,71,225,1,2022,1999-03-29,Oklahoma State
00-0037290,Justin Shaffer,OL,ATL,76,330,1,2022,1998-06-20,Georgia
00-0037291,Jalen Nailor,WR,MIN,72,191,1,2022,1999-03-02,Michigan State
00-0037292,Andrew Ogletree,TE,IND,77,250,1,2022,1998-07-28,Youngstown State
00-0037293,Devin Harper,LB,CIN,72,238,1,2022,1998-05-13,Oklahoma State
00-0037294,Jordan Jackson,DL,DEN,77,285,1,2022,1998-01-30,Air Force
00-0037295,Jamaree Salyer,OL,LAC,76,325,1,2022,2000-07-13,Georgia
00-0037296,Gregory Junior,DB,JAX,72,190,1,2022,1999-06-21,Ouachita Baptist
00-0037297,Cade Mays,OL,CAR,78,320,1,2022,1999-04-26,Tennessee
00-0037298,Sam Roberts,DL,NE,77,292,1,2022,1998-04-14,Northwest Missouri State
00-0037299,Keaontay Ingram,RB,KC,72,215,1,2022,1999-10-26,Southern California
00-0037300,Mike Woods,WR,CLE,73,196,1,2022,2000-03-19,Oklahoma
00-0037301,Theo Jackson,DB,MIN,73,203,1,2022,1998-10-02,Tennessee
00-0037302,Austin Deculus,OL,NYJ,77,330,1,2022,1999-03-12,Louisiana State
00-0037303,Matt Henningsen,DL,DEN,75,291,1,2022,1999-07-09,Wisconsin
00-0037304,Connor Heyward,TE,PIT,72,230,1,2022,1999-01-22,Michigan State
00-0037305,Luke Tenuta,OL,GB,80,322,1,2022,1999-09-01,Virginia Tech
00-0037306,John FitzPatrick,TE,ATL,79,250,1,2022,2000-03-09,Georgia
00-0037307,Ja'Sir Taylor,DB,LAC,70,185,1,2022,1999-01-08,Wake Forest
00-0037308,Lecitus Smith,OL,PHI,75,315,1,2022,1998-07-13,Virginia Tech
00-0037309,Curtis Brooks,DL,WAS,74,285,1,2022,1998-02-06,Cincinnati
00-0037310,James Houston,DL,DET,73,225,1,2022,1998-11-16,Jackson State
00-0037311,Ko Kieft,TE,TB,77,265,1,2022,1998-01-20,Minnesota
00-0037312,Chance Campbell,LB,TEN,74,235,1,2022,1999-10-08,Mississippi
